,Osteoclasts_corr,Osteoclasts_pval,Osteoclasts_qval,Osteoclasts_ci_low,Osteoclasts_ci_high
VNN1,0.04987840816185601,0.009881669102729572,0.047077534128237446,0.011995519210253337,0.08761831939784841
STAT1,0.04986016909347487,0.009908742063106052,0.047090810932261355,0.01197723729620661,0.08760017519760654
CSTB,0.049840764489668225,0.009937617548752076,0.047112568281247616,0.01195778713656395,0.08758087149682738
PLIN2,0.04980928738538435,0.009984617133469185,0.04721993322389451,0.01192623619502143,0.08754955801172543
FAM65A,0.049655976948756425,0.01021637042098105,0.04819839962599089,0.01177256720961809,0.08739704342229146
MAP3K1,0.04925704540478339,0.010841995850537236,0.05090225170506465,0.011372711066171125,0.08700017447303503
IFI6,0.04918773469084624,0.010954096497064542,0.051304331178280545,0.011303240946865616,0.08693122089454353
GBP1,0.04886089140866489,0.011496708155157263,0.0537159448502408,0.010975650897305596,0.08660605685521643
KCNE1,0.048456744752618734,0.012200526731098806,0.05659526634354207,0.01057059209668757,0.08620397548795429
ITGAL,0.04834865270133123,0.012395120654116248,0.05736071348050454,0.010462258192889881,0.08609643372938078
NADK,0.048263225644690586,0.012550849858882144,0.057584666438346324,0.010376640625139455,0.08601144095647083
CCR2,0.04787451769581319,0.013281512259269504,0.060311129439633654,0.009987072831921679,0.0856247021361226
SMPDL3A,0.04783652501157285,0.01335490504119289,0.06050271232446965,0.009948996722662862,0.085586901306089
SIRPB1,0.04760321241463181,0.013813513089838452,0.06231565194952212,0.009715174222728443,0.0853547645004567
ZNF467,0.04739216213799736,0.014240274417458594,0.06347561401253382,0.009503666266315863,0.08514477429234055
ITPKC,0.047304328156025345,0.014421280082149117,0.06398824274436417,0.009415642808227289,0.08505738049671868
LINC00877,0.046833462366826964,0.015426612293083543,0.06752189895324828,0.008943771275061043,0.08458886458110258
PPM1A,0.04672638521389638,0.01566365301908924,0.06840500721624783,0.008836467766046376,0.08448231947083225
SAP30,0.0466796396670565,0.015768135483372685,0.06870654989271828,0.008789623674932098,0.08443580592153496
KDM7A,0.04665284220930274,0.01582830715151959,0.06881409768340017,0.008762769800458132,0.08440914138501542
FAM110A,0.046314417545480616,0.01660575975398855,0.07107851691607903,0.008423637354037485,0.08407239072760082
SLC16A6,0.046231058033606734,0.016802327380678182,0.07176148191879955,0.008340104841652074,0.08398944222695866
IFI44,0.04620182583470741,0.016871740763148554,0.07189957217526384,0.0083108121008235,0.08396035403599975
NBEAL2,0.046108442278838396,0.017095172787967128,0.07237454156303114,0.008217235576766726,0.08386743008874505
NPTN,0.045738097950546494,0.01800701174591825,0.07524912882615407,0.00784613250198258,0.08349890202849583
TP53INP1,0.04564597049573769,0.018240349485408192,0.0760602960262505,0.007753817921299297,0.08340722478714492
CITED2,0.04551220639169581,0.018583851081592852,0.07732636748328013,0.00761978327023427,0.08327411323100196
IFFO1,0.04539879313056553,0.018879509705167392,0.0783883711313053,0.0075061416896473054,0.08316125218365561
NPLOC4,0.045333548356008994,0.01905145311831562,0.0787649628921407,0.007440766010179147,0.08309632464962086
CLMN,0.04500867892958056,0.01992811804361571,0.08203953479102094,0.007115249598579953,0.08277303006755311
PLAC8,0.044683296910278926,0.020841234195248408,0.08489738047182073,0.006789227622937981,0.08244921740977737
ST20,0.044557042648057085,0.021205232832034175,0.08616420090189889,0.006662727215107783,0.08232356994159118
LTB4R,0.04425793692591893,0.0220897299044614,0.08904778853378514,0.006363043195902907,0.08202589696816226
APBB3,0.044142101588554125,0.022440788293534946,0.09027528734681382,0.0062469857286556645,0.08191061468440347
UBR4,0.04395657836424695,0.023013146023846485,0.09181582333382374,0.006061108865414476,0.08172597513155148
ARHGAP29,0.04390635737800278,0.023170245219321893,0.0921278862660916,0.006010792599778556,0.08167599290855705
FAM173A,0.04390121330259577,0.02318638911699469,0.0921278862660916,0.0060056387758517776,0.08167087327865702
ATG16L2,0.04384819516810664,0.02335334792508815,0.09260151661911231,0.00595252028418081,0.08161810697907437
CTSL,0.043798327920743424,0.02351133501778011,0.0930377114275013,0.005902558839070642,0.08156847640674289
METTL22,0.043712543882086966,0.023785281142585435,0.09393006137570907,0.005816613199579836,0.08148309906958881
RRP12,0.043185697117025516,0.025529161399189485,0.09936579682127186,0.005288786232930257,0.0809587379246083
AL627309.1,0.04317323860845153,0.025571703256222104,0.09936579682127186,0.005276304800803145,0.08094633794119248
MARC1,0.04307348923394981,0.02591453075726494,0.10049655027667344,0.0051763723140143434,0.0808470567283161
ARAP1,0.042888848225048536,0.02655960812381767,0.1027925751538572,0.00499139435257117,0.08066328033179035
CSF3R,0.04275732908106173,0.027027504754718632,0.10418753820954162,0.004859636780064264,0.08053237548193393
TMEM170B,0.042732514940916115,0.02711657711705347,0.10420254576873571,0.0048347778023942085,0.08050767709651614
CMTM2,0.04272631310774429,0.02713887860402864,0.10420254576873571,0.0048285647702328086,0.08050150418684168
RP11-552D4.1,0.04257374765118789,0.027692498906964222,0.10528579486392868,0.004675724739190742,0.0803496493375924
ULK1,0.04246591856466854,0.028089628126129897,0.10658667110873946,0.004567702658895543,0.08024232143120016
MAP3K7CL,0.042161166866154655,0.02923863832530723,0.11008411890583417,0.004262410294401228,0.07993898145550123
FAM129B,0.042153842266343604,0.029266744512826976,0.11008411890583417,0.0042550727868121115,0.0799316906998443
CSF2RB,0.04156778038228046,0.03159217863686735,0.11780237380170344,0.003667991341185504,0.07934832368144647
CTSB,0.04151538784529129,0.03180757364743821,0.11837789885294185,0.0036155089299785914,0.07929617079889392
RASGRP4,0.04146264026606347,0.03202569809061789,0.11896135746687374,0.0035626710784052626,0.07924366428921026
GCH1,0.04140244637027174,0.03227617894296696,0.11966254487650656,0.003502374425165819,0.07918374523836265
PIM1,0.041347754631434995,0.032505216571851306,0.11982436299015149,0.003447589560607449,0.07912930298494308
SOS2,0.041136400520622285,0.03340344520818088,0.12263850707883628,0.003235877707432311,0.07891891088248243
SNORD3B-2,0.0410630555962402,0.03372007237393716,0.12291110205600973,0.003162409431996849,0.07884589901128719
H6PD,0.04104971156215922,0.03377795295224771,0.12291110205600973,0.0031490429999901028,0.078832615527771
FBN2,0.040955552895870814,0.03418878997758397,0.12380751685004002,0.0030547266735639236,0.07873888373925601
LPCAT1,0.04094005795053233,0.03425680545430402,0.12380751685004002,0.003039205847958876,0.07872345897779578
CDKN2B,0.040826011470045734,0.034760979445823105,0.12528167127407247,0.0029249694443711665,0.07860992851072512
DLEU7,0.04074703653040199,0.035113809052627065,0.12631850789061944,0.0028458635664082737,0.07853131032587474
TSHZ3,0.040676543031667185,0.03543132268068262,0.12722469384785853,0.0027752535920285205,0.07846113487160304
BIRC3,0.04049377649279342,0.03626595319506288,0.1295021790888157,0.0025921868301340767,0.07827919117382746
TMEM127,0.04030259548971938,0.03715687097787256,0.1324396559303215,0.0024006945004845016,0.07808886820135619
