,TAM_corr,TAM_pval,TAM_qval,TAM_ci_low,TAM_ci_high
SEC31B,-0.020572327548967994,0.17601585239265338,0.3858734266817948,-0.05033531563897367,0.00922716809297065
FAM134A,-0.020597382079771433,0.17548991489275112,0.385315910635985,-0.05036031725307145,0.009202105069424022
ITPKC,-0.020634140531074003,0.1747204140572156,0.38473396391733156,-0.05039699800075887,0.009165334090335524
LINC00954,-0.020687432372601882,0.17360927831683826,0.38271200908956343,-0.050450177046182876,0.009112023943098888
PADI2,-0.020709235399208402,0.17315620925277486,0.3821378411095721,-0.05047193387643125,0.009090213378340402
NLRX1,-0.020714616565069306,0.1730445241351659,0.3821378411095721,-0.050477303636305516,0.009084830347639222
ENTPD1,-0.020773102261958387,0.17183413392795654,0.38006568752850145,-0.05053566525519374,0.009026324271165424
SYNJ1,-0.020787971691948758,0.1715274158879836,0.37981070660910654,-0.05055050310712857,0.00901144962733116
TSPAN32,-0.020811183240992678,0.17104944051426607,0.37959965322181644,-0.05057366533578137,0.00898822991298669
CTD-2545M3.8,-0.020840626162282494,0.1704445831303666,0.3786809103366711,-0.05060304565006563,0.008958776588105427
EGR1,-0.02087852598472362,0.16966835221558718,0.3773789358696468,-0.0506408648070346,0.008920863297729056
DPEP2,-0.02090485329983826,0.16913070064383706,0.37660528628212425,-0.05066713603720524,0.008894526576612351
MAN2A2,-0.020928105191072056,0.1686569179982529,0.37597227562756597,-0.050690338360802605,0.008871266343757749
NFAM1,-0.021040688239201535,0.1663769868554843,0.3713070212837805,-0.050802680953626236,0.008758642450358433
CHST15,-0.021065247401802913,0.16588272862860987,0.37062087117022746,-0.050827187562602544,0.00873407427721431
AC002451.3,-0.02110587655241718,0.16506748372264868,0.36921520598166285,-0.050867729693077186,0.008693430141129763
SPRY1,-0.021173848405676404,0.163710339421811,0.36700713379985656,-0.05093555574385266,0.008625432997290228
RAB37,-0.021277060980348324,0.1616656658453156,0.3632442593851712,-0.05103854639826428,0.008522181492931987
TAF6L,-0.021392811084094333,0.15939561137392577,0.35895674570473185,-0.05115404687143612,0.00840638697470833
CRLS1,-0.021422135308594343,0.15882435868183464,0.3580767359372272,-0.05118330772793074,0.008377051371330446
PXN,-0.02144867574593227,0.15830867222852552,0.3573201430049996,-0.05120979076882039,0.008350500591106567
R3HDM4,-0.021458010185840908,0.15812760358627986,0.3573201430049996,-0.05121910501208545,0.00834116250355204
GUCY2D,-0.021472530498273475,0.15784625151570364,0.3573201430049996,-0.05123359389706886,0.008326636506644697
AC005082.12,-0.021583613072987524,0.15570639390075872,0.35345707723009756,-0.05134443563254239,0.008215510028720695
NELFB,-0.021587218479947236,0.15563731108842446,0.35345707723009756,-0.0513480332102982,0.008211903184462101
PAM16,-0.0216286886203761,0.15484437724376804,0.3524504767427341,-0.05138941324205935,0.008170416456171276
C17orf70,-0.02169506159166086,0.1535816738670004,0.3510438259817152,-0.05145564178173687,0.008104016722525175
ARAP3,-0.02177287297407109,0.15211134427563996,0.34888890987614996,-0.0515332835085452,0.00802617363103752
CYP46A1,-0.021797224775243536,0.15165339847397924,0.34824113723654493,-0.05155758214049424,0.008001811832010973
MXD3,-0.021837003686099934,0.15090759796067768,0.34693009774505734,-0.05159727412310193,0.007962016513473596
ZBTB22,-0.02188319019580134,0.15004517258734135,0.34681811561283604,-0.05164335958416704,0.007915810834716323
MARC1,-0.021937450828212534,0.14903678759688002,0.3453143894018673,-0.05169750134113827,0.007861527519639356
DKFZP761J1410,-0.022007514825765465,0.14774237048618846,0.3432328607079601,-0.05176741158208947,0.007791433973309203
ADAM19,-0.02200926397919471,0.14771016547728824,0.3432328607079601,-0.05176915689324078,0.007789684078445813
CHD3,-0.02204546717804566,0.14704480402065712,0.34241419152228136,-0.051805280525513676,0.007753465492740141
MMP17,-0.022103023890836123,0.14599171571701502,0.3403614147856143,-0.05186271058112845,0.007695884156602299
AC040977.1,-0.02211486796186971,0.1457757278449966,0.3402576988758509,-0.051874528564116715,0.007684034994037804
APOBEC3D,-0.022119635784274446,0.1456888511352563,0.3402576988758509,-0.05187928588244429,0.007679265119678588
RP11-85A1.3,-0.02221481603544843,0.1439628061760804,0.33744175504025525,-0.05197425615763788,0.007584043621504816
RP11-51J9.5,-0.022214964657173833,0.14396012330611074,0.33744175504025525,-0.051974404451069815,0.007583894934950611
NXPE3,-0.022279812647918194,0.1427931607603043,0.33606361915592375,-0.05203910907258833,0.00751901853179457
NLRP1,-0.022642618064043704,0.13639778848017536,0.3219090911226733,-0.05240110777077211,0.0071560495287809325
MTA1,-0.022645426398154624,0.13634916085061985,0.3219090911226733,-0.05240390982989387,0.00715323989778247
PADI4,-0.022678250233350346,0.1357817919646706,0.3214690635535877,-0.05243666028821286,0.007120400869667024
PPM1A,-0.022715786724178306,0.13513519909885077,0.32042052175689206,-0.05247411278867937,0.007082846925830515
CD1C,-0.02275117642405543,0.1345277666370507,0.31970198637807573,-0.05250942322511167,0.007047440694138202
RP5-1068E13.7,-0.022876185702626086,0.13239897398483633,0.31572063027153274,-0.05263415192073238,0.006922372421095842
LPAR2,-0.022891818412601468,0.13213460824602233,0.3154693896030184,-0.05264974947782361,0.006906732268139503
RP11-504P24.8,-0.02292572861790746,0.1315625558415427,0.31458441824887046,-0.052683583380191225,0.00687280586753536
TMEM71,-0.022976899745193513,0.130702952960481,0.3131819549197999,-0.052734639235598096,0.006821610171380192
SMIM13,-0.023048415242775018,0.12950889718855188,0.3110722179444152,-0.052805993371418815,0.006750060075240705
ZNF516,-0.023051384318882612,0.12945950778754775,0.3110722179444152,-0.052808955741774674,0.006747089556124009
