Gene_set,Term,Overlap,P-value,Adjusted P-value,Genes
GO_Biological_Process_2021,negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201),3/10,4.22685971544552e-05,0.0012479300112267,DNAJB1;JUN;HSPA1A
KEGG_2021_Human,Shigellosis,8/246,0.0004181001368552174,0.0016321986111847,NFKBIA;JUN;UBB;IL1B;UBC;IL18;NLRP3;CYCS
GO_Biological_Process_2021,T cell chemotaxis (GO:0010818),3/11,5.7812816442054495e-05,0.0016801849778472,GPR183;CCL3;CXCL16
KEGG_2021_Human,Estrogen signaling pathway,6/137,0.0004760124785689156,0.0017569187845361,HSPA8;JUN;HSP90AA1;HSP90AB1;HBEGF;HSPA1A
KEGG_2021_Human,Pathways in cancer,12/531,0.0004697388992917999,0.0017569187845361,RB1;NFKBIA;CSF1R;JUN;CDKN1A;HSP90AA1;HSP90AB1;GADD45B;CKS2;CYCS;CXCR4;NFE2L2
KEGG_2021_Human,Yersinia infection,6/137,0.0004760124785689156,0.0017569187845361,NFKBIA;JUN;FCGR2A;IL1B;IL18;NLRP3
KEGG_2021_Human,Chemokine signaling pathway,7/192,0.0004892579003672052,0.0017735598888311,NFKBIA;CCL4;CCL3;CXCR4;CXCL3;CXCL2;CXCL16
GO_Biological_Process_2021,'de novo' posttranslational protein folding (GO:0051084),4/31,6.971550465363604e-05,0.0019949359793194,DNAJB1;HSPA8;HSPE1;HSPA1A
GO_Biological_Process_2021,positive regulation of neuroinflammatory response (GO:0150078),3/12,7.667733910844125e-05,0.0021551198671114,IL1B;CCL3;IL18
GO_Biological_Process_2021,pattern recognition receptor signaling pathway (GO:0002221),5/61,7.76306618798211e-05,0.0021551198671114,UBB;CTSL;UBC;CTSB;LGMN
GO_Biological_Process_2021,stress-activated MAPK cascade (GO:0051403),5/62,8.395481682788455e-05,0.0022964111661744,ZFP36;UBB;UBC;MAP3K8;ZFP36L1
GO_Biological_Process_2021,regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),6/100,8.580293270186533e-05,0.0023129486206589,DAB2;HSP90AB1;UBB;UBC;SKIL;HSPA1A
KEGG_2021_Human,Viral carcinogenesis,7/203,0.0006810075703160695,0.0023927635095356,RB1;NFKBIA;JUN;CDKN1A;GSN;REL;HLA-A
KEGG_2021_Human,Prostate cancer,5/97,0.0006836467170101847,0.0023927635095356,RB1;NFKBIA;CDKN1A;HSP90AA1;HSP90AB1
GO_Biological_Process_2021,cellular response to chemical stress (GO:0062197),6/101,9.068690231075616e-05,0.0024096805471143,GPX1;PRDX1;CYCS;SOD2;NFE2L2;HSPA1A
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),20/1079,9.45488030441444e-05,0.002442510745307,ZNF331;RB1;MSR1;CD74;GPX1;GSN;FUS;CREM;SERPINB9;ZFP36L1;ID2;IL1B;REL;CCL3;CALR;NFKBID;NFE2L2;LGMN;HSPA1A;LIMS1
GO_Biological_Process_2021,positive regulation of transcription by RNA polymerase II (GO:0045944),18/908,9.450745256661458e-05,0.002442510745307,JUN;CD81;IL18;LITAF;NR4A2;NFKBIA;NR4A1;DAB2;KLF6;NR4A3;UBB;NAMPT;UBC;REL;NLRP3;JUNB;ATF3;NFE2L2
GO_Biological_Process_2021,"positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)",3/13,9.915512413058258e-05,0.0024922774443632,CD81;HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,negative regulation by host of viral transcription (GO:0043922),3/13,9.915512413058258e-05,0.0024922774443632,JUN;CCL4;CCL3
GO_Biological_Process_2021,positive regulation of macromolecule metabolic process (GO:0010604),11/384,0.0001083663646791772,0.0026874858440435,CD63;CD74;GSN;ID2;IL1B;CCL3;LAPTM5;SERPINB9;NFE2L2;HSPA1A;LIMS1
GO_Biological_Process_2021,positive regulation of T cell proliferation (GO:0042102),5/66,0.00011330464645260373,0.0027729821368663,HLA-DMB;IL1B;IL18;HLA-DPB1;HLA-DPA1
KEGG_2021_Human,Chagas disease,5/102,0.0008585820338333362,0.0029541042859011,NFKBIA;JUN;IL1B;CCL3;CALR
KEGG_2021_Human,Human immunodeficiency virus 1 infection,7/212,0.0008785687488940243,0.0029724909337581,NFKBIA;JUN;CYCS;CXCR4;HLA-A;CALR;B2M
GO_Biological_Process_2021,positive regulation of cytokine-mediated signaling pathway (GO:0001961),4/36,0.000126919781385289,0.0029882378908435,CD74;LAPTM5;CXCR4;HSPA1A
GO_Biological_Process_2021,positive regulation of myeloid leukocyte differentiation (GO:0002763),4/36,0.000126919781385289,0.0029882378908435,CD74;ID2;HLA-DRB1;ZFP36L1
GO_Biological_Process_2021,positive regulation of T-helper cell differentiation (GO:0045624),3/14,0.00012553242585893373,0.0029882378908435,IL18;NLRP3;NFKBID
GO_Biological_Process_2021,positive regulation of NF-kappaB transcription factor activity (GO:0051092),7/155,0.00013266447376924376,0.0030463693976641,NFKBIA;UBB;IL1B;UBC;IL18;NLRP3;HSPA1A
GO_Biological_Process_2021,cellular response to interleukin-1 (GO:0071347),7/155,0.00013266447376924376,0.0030463693976641,NFKBIA;UBB;IL1B;UBC;CCL4;CCL3;MAP3K8
KEGG_2021_Human,Mineral absorption,4/60,0.0009192742842196206,0.003059224257321,MT2A;FTH1;ATP1B3;FTL
GO_Biological_Process_2021,regulation of protein phosphorylation (GO:0001932),9/266,0.0001356064910092904,0.0030759521131375,CSF1R;CD74;DAB2;HSP90AA1;IL1B;PLAUR;HSPB1;ATF3;HLA-DRB1
GO_Biological_Process_2021,regulation of protein ubiquitination (GO:0031396),6/109,0.00013824445240230354,0.0030980082104612,HSP90AA1;HSP90AB1;UBB;LAPTM5;TNFAIP3;HSPA1A
GO_Biological_Process_2021,regulation of vascular associated smooth muscle cell proliferation (GO:1904705),4/37,0.00014151211934777287,0.0031334826427006,CDKN1A;JUN;NR4A3;SOD2
GO_Biological_Process_2021,response to tumor necrosis factor (GO:0034612),6/110,0.00014536302605536693,0.0031808850407409,ZFP36;CCL4;CCL3;CXCL16;ZFP36L1;NFE2L2
KEGG_2021_Human,Hepatitis C,6/157,0.0009728360196503163,0.0031852534191776,RB1;NFKBIA;SOCS3;CDKN1A;CD81;CYCS
GO_Biological_Process_2021,neutrophil chemotaxis (GO:0030593),5/70,0.00014994909393541196,0.0032430850548821,CCL4;PDE4B;CCL3;CXCL3;CXCL2
GO_Biological_Process_2021,"negative regulation of transcription, DNA-templated (GO:0045892)",18/948,0.0001618744174489569,0.0034607634075294,RB1;TGIF1;HSPA8;JUN;CREM;NR4A2;DNAJB1;ZFP36;DAB2;NR4A3;UBB;ID2;UBC;FOSB;CALR;SKIL;ATF3;LIMS1
GO_Biological_Process_2021,positive regulation of intracellular signal transduction (GO:1902533),13/546,0.00016388568890575366,0.0034639475155079,CD74;HSP90AA1;HSP90AB1;IL18;LAPTM5;LITAF;IL1B;CCL4;REL;CCL3;HLA-DRB1;HBEGF;LIMS1
KEGG_2021_Human,Cytosolic DNA-sensing pathway,4/63,0.0011043822139119,0.0035585649114942,NFKBIA;IL1B;CCL4;IL18
GO_Biological_Process_2021,positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081),3/16,0.00019109765037918623,0.0038219530075837,CD74;NR4A3;LAPTM5
GO_Biological_Process_2021,positive regulation of alpha-beta T cell proliferation (GO:0046641),3/16,0.00019109765037918623,0.0038219530075837,CD81;IL18;HLA-A
GO_Biological_Process_2021,regulation of monocyte differentiation (GO:0045655),3/16,0.00019109765037918623,0.0038219530075837,CD74;HLA-DRB1;ZFP36L1
GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),31/2206,0.00019104652308479773,0.0038219530075837,RB1;CSF1R;CDKN1A;CD81;CREM;LITAF;DNAJB1;ZFP36;UBB;NAMPT;UBC;NLRP3;JUNB;SKIL;TGIF1;JUN;FUS;IL18;SOD2;NR4A2;NFKBIA;NR4A1;DAB2;KLF6;NR4A3;ID2;REL;FOSB;CALR;ATF3;NFE2L2
GO_Biological_Process_2021,granulocyte chemotaxis (GO:0071621),5/73,0.000182905456365275,0.0038219530075837,CCL4;PDE4B;CCL3;CXCL3;CXCL2
GO_Biological_Process_2021,Fc receptor mediated stimulatory signaling pathway (GO:0002431),5/74,0.00019503336120267048,0.003859170764223,FCGR3A;HSP90AA1;HSP90AB1;FCGR2A;NR4A3
GO_Biological_Process_2021,cellular response to hormone stimulus (GO:0032870),5/76,0.00022111980839257164,0.0043279546856922,NR4A3;CTSL;SERPINB9;CTSB;ZFP36L1
GO_Biological_Process_2021,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280),6/119,0.00022337830635830983,0.0043279546856922,GSN;LAPTM5;NLRP3;CYCS;RPS27L;HSPE1
GO_Biological_Process_2021,neutrophil migration (GO:1990266),5/77,0.0002351183587549028,0.0045084551266404,CCL4;PDE4B;CCL3;CXCL3;CXCL2
GO_Biological_Process_2021,positive regulation of ERK1 and ERK2 cascade (GO:0070374),7/172,0.00025184481017163544,0.0047799117032575,CSF1R;CD74;GPR183;C5AR1;CCL4;CCL3;HLA-DRB1
GO_Biological_Process_2021,regulation of cellular response to heat (GO:1900034),5/79,0.00026512826900384464,0.0049811977812843,DNAJB1;HSPA8;HSP90AA1;HSP90AB1;HSPA1A
GO_Biological_Process_2021,T cell migration (GO:0072678),3/18,0.00027553258532708963,0.0050288199162678,GPR183;CCL3;CXCL16
GO_Biological_Process_2021,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175),3/18,0.00027553258532708963,0.0050288199162678,HSPB1;SOD2;NFE2L2
GO_Biological_Process_2021,regulation of NIK/NF-kappaB signaling (GO:1901222),5/80,0.00028118132865153657,0.0050288199162678,NFKBIA;IL1B;LAPTM5;NLRP3;LIMS1
GO_Biological_Process_2021,response to interferon-gamma (GO:0034341),5/80,0.00028118132865153657,0.0050288199162678,CD74;CCL4;CCL3;CXCL16;HLA-DPA1
GO_Biological_Process_2021,lymphocyte chemotaxis (GO:0048247),4/44,0.00027973453178680927,0.0050288199162678,GPR183;CCL4;CCL3;CXCL16
GO_Biological_Process_2021,regulation of immune response (GO:0050776),7/179,0.0003209521746488473,0.0056577601756224,FCGR3A;FCGR2A;CD81;HLA-DRA;HLA-A;B2M;HLA-DRB1
GO_Biological_Process_2021,positive regulation of cellular protein catabolic process (GO:1903364),3/19,0.0003254733004255906,0.0056577601756224,HSP90AA1;CD81;CTSC
GO_Biological_Process_2021,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176),3/19,0.0003254733004255906,0.0056577601756224,HSPB1;SOD2;NFE2L2
GO_Biological_Process_2021,regulation of ERK1 and ERK2 cascade (GO:0070372),8/238,0.0003354138456352338,0.0057235757145094,CSF1R;CD74;GPR183;IL1B;C5AR1;CCL4;CCL3;HLA-DRB1
GO_Biological_Process_2021,positive regulation of smooth muscle cell proliferation (GO:0048661),4/46,0.00033254058646243654,0.0057235757145094,JUN;NR4A3;ID2;IL18
GO_Biological_Process_2021,MAPK cascade (GO:0000165),9/303,0.0003559747706714764,0.0060192097586267,ZFP36;UBB;IL1B;UBC;IL18;CCL3;MAP3K8;ZFP36L1;HBEGF
GO_Biological_Process_2021,positive regulation of protein phosphorylation (GO:0001934),10/371,0.0003631768048672159,0.006085665378856,CSF1R;CD74;DAB2;CDKN1A;HSP90AA1;HSP90AB1;CD81;IL1B;PLAUR;HLA-DRB1
GO_Biological_Process_2021,lipopolysaccharide-mediated signaling pathway (GO:0031663),3/20,0.0003808955741902456,0.0062146119999461,IL1B;IL18;CCL3
GO_Biological_Process_2021,regulation of protein modification by small protein conjugation or removal (GO:1903320),3/20,0.0003808955741902456,0.0062146119999461,HSP90AA1;HSP90AB1;HSPA1A
GO_Biological_Process_2021,positive regulation of alpha-beta T cell activation (GO:0046635),3/20,0.0003808955741902456,0.0062146119999461,HLA-DRA;HLA-A;HLA-DRB1
GO_Biological_Process_2021,regulation of smooth muscle cell proliferation (GO:0048660),4/49,0.000424611726126092,0.0068676331356046,NR4A3;ID2;IL18;TNFAIP3
KEGG_2021_Human,Chronic myeloid leukemia,4/76,0.0022133335364117,0.0070204173108058,RB1;NFKBIA;CDKN1A;GADD45B
GO_Biological_Process_2021,positive regulation of phosphatase activity (GO:0010922),3/21,0.0004420413617389906,0.007087904593401,PPP1R15A;HSP90AB1;PLEK
GO_Biological_Process_2021,positive regulation of inflammatory response (GO:0050729),5/89,0.0004610109553304634,0.0073288921103817,NFKBIA;CD81;IL1B;IL18;CCL3
GO_Biological_Process_2021,cellular response to salt stress (GO:0071472),2/5,0.0005075389505379983,0.0074197910710485,AKR1B1;ZFP36L1
GO_Biological_Process_2021,p38MAPK cascade (GO:0038066),2/5,0.0005075389505379983,0.0074197910710485,ZFP36;ZFP36L1
GO_Biological_Process_2021,intracellular sequestering of iron ion (GO:0006880),2/5,0.0005075389505379983,0.0074197910710485,FTH1;FTL
GO_Biological_Process_2021,regulation of T-helper 1 cell cytokine production (GO:2000554),2/5,0.0005075389505379983,0.0074197910710485,IL1B;IL18
GO_Biological_Process_2021,positive regulation of prostaglandin biosynthetic process (GO:0031394),2/5,0.0005075389505379983,0.0074197910710485,CD74;IL1B
GO_Biological_Process_2021,"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation (GO:0032831)",2/5,0.0005075389505379983,0.0074197910710485,HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,positive regulation of natural killer cell chemotaxis (GO:2000503),2/5,0.0005075389505379983,0.0074197910710485,CCL4;CCL3
GO_Biological_Process_2021,toll-like receptor signaling pathway (GO:0002224),5/91,0.0005106092780076413,0.0074197910710485,UBB;CTSL;UBC;CTSB;LGMN
GO_Biological_Process_2021,negative regulation of B cell activation (GO:0050869),3/22,0.0005091466528586429,0.0074197910710485,ID2;LAPTM5;TNFAIP3
GO_Biological_Process_2021,chaperone-mediated protein complex assembly (GO:0051131),3/22,0.0005091466528586429,0.0074197910710485,HSP90AA1;HSP90AB1;HSPA1A
GO_Biological_Process_2021,positive regulation of T-helper 1 cell cytokine production (GO:2000556),2/5,0.0005075389505379983,0.0074197910710485,IL1B;IL18
GO_Biological_Process_2021,cellular response to tumor necrosis factor (GO:0071356),7/194,0.0005204515134706948,0.0074464601158114,NFKBIA;ZFP36;CCL4;CCL3;ZFP36L1;NFE2L2;LIMS1
GO_Biological_Process_2021,negative regulation of macromolecule metabolic process (GO:0010605),7/194,0.0005204515134706948,0.0074464601158114,RB1;MSR1;HSP90AB1;ID2;REL;CCL3;LGMN
GO_Biological_Process_2021,positive regulation of chemokine production (GO:0032722),4/53,0.0005739223119223929,0.0080262819562079,CSF1R;CD74;IL1B;IL18
GO_Biological_Process_2021,positive regulation of cell differentiation (GO:0045597),8/258,0.0005725673740591749,0.0080262819562079,MSR1;ZFP36;DAB2;HSP90AB1;ID2;IL1B;IL18;ZFP36L1
GO_Biological_Process_2021,regulation of immune effector process (GO:0002697),4/53,0.0005739223119223929,0.0080262819562079,CD81;C5AR1;HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,positive regulation of cellular process (GO:0048522),13/625,0.0005960812326052272,0.0082126747603386,CSF1R;HSP90AB1;CD81;CXCL16;ZFP36L1;ZFP36;SERTAD1;IL1B;NAMPT;LMNA;CALR;LGMN;HBEGF
GO_Biological_Process_2021,interleukin-1-mediated signaling pathway (GO:0070498),5/94,0.0005923992618571,0.0082126747603386,NFKBIA;UBB;IL1B;UBC;MAP3K8
GO_Biological_Process_2021,protein kinase B signaling (GO:0043491),3/24,0.0006621504024195333,0.0089897791861338,IL1B;CCL3;ZFP36L1
GO_Biological_Process_2021,"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)",3/24,0.0006621504024195333,0.0089897791861338,UBB;UBC;TNFAIP3
GO_Biological_Process_2021,chemokine-mediated signaling pathway (GO:0070098),4/56,0.0007079627627176352,0.0092680565422087,CCL4;CCL3;CXCL3;CXCL2
GO_Biological_Process_2021,negative regulation of signal transduction (GO:0009968),8/267,0.000716367028141366,0.0092680565422087,RB1;NR4A2;IL1B;DDIT4;PLEK;TNFAIP3;CALR;LGMN
GO_Biological_Process_2021,regulation of inflammatory response (GO:0050727),7/206,0.0007424761678243251,0.0092680565422087,RB1;NFKBIA;IL1B;IL18;CCL3;NLRP3;TNFAIP3
GO_Biological_Process_2021,regulation of epidermal cell differentiation (GO:0045604),3/25,0.0007484917964399741,0.0092680565422087,ZFP36;CTSL;ZFP36L1
GO_Biological_Process_2021,regulation of proteolysis involved in cellular protein catabolic process (GO:1903050),3/25,0.0007484917964399741,0.0092680565422087,GPX1;UBB;CTSC
GO_Biological_Process_2021,regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell (GO:2001188),2/6,0.0007577126485891882,0.0092680565422087,HLA-DMB;CD81
GO_Biological_Process_2021,regulation of cell migration (GO:0030334),10/408,0.000759012282879898,0.0092680565422087,CSF1R;CD74;DAB2;IL1B;LMNA;CCL3;SGK1;SOD2;CXCL16;HBEGF
GO_Biological_Process_2021,protection from natural killer cell mediated cytotoxicity (GO:0042270),2/6,0.0007577126485891882,0.0092680565422087,SERPINB9;HLA-A
GO_Biological_Process_2021,regulation of type 2 immune response (GO:0002828),2/6,0.0007577126485891882,0.0092680565422087,CD74;NLRP3
GO_Biological_Process_2021,regulation of type B pancreatic cell proliferation (GO:0061469),2/6,0.0007577126485891882,0.0092680565422087,NR4A1;NR4A3
GO_Biological_Process_2021,glycolipid transport (GO:0046836),2/6,0.0007577126485891882,0.0092680565422087,NPC2;PLTP
GO_Biological_Process_2021,negative regulation of erythrocyte differentiation (GO:0045647),2/6,0.0007577126485891882,0.0092680565422087,ZFP36;ZFP36L1
GO_Biological_Process_2021,positive regulation of T-helper 2 cell differentiation (GO:0045630),2/6,0.0007577126485891882,0.0092680565422087,IL18;NLRP3
GO_Biological_Process_2021,regulation of T-helper cell differentiation (GO:0045622),2/6,0.0007577126485891882,0.0092680565422087,HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,response to cytokine (GO:0034097),6/150,0.0007673552190861017,0.0092680565422087,CSF1R;CD74;IL1B;REL;CXCR4;CXCL16
GO_Biological_Process_2021,cellular response to organic cyclic compound (GO:0071407),6/150,0.0007673552190861017,0.0092680565422087,NR4A3;INSIG1;IL1B;IL18;CCL3;ZFP36L1
GO_Biological_Process_2021,positive regulation of tau-protein kinase activity (GO:1902949),2/6,0.0007577126485891882,0.0092680565422087,HSP90AA1;HSP90AB1
KEGG_2021_Human,Ferroptosis,3/41,0.003189527109431,0.0098102121699166,FTH1;SAT1;FTL
KEGG_2021_Human,Bladder cancer,3/41,0.003189527109431,0.0098102121699166,RB1;CDKN1A;HBEGF
KEGG_2021_Human,Complement and coagulation cascades,4/85,0.0033235209688744,0.0100697724877838,THBD;C5AR1;PLAUR;VSIG4
GO_Biological_Process_2021,positive regulation of T cell mediated cytotoxicity (GO:0001916),3/26,0.0008416787354327491,0.0101001448251929,HLA-DRA;HLA-A;HLA-DRB1
GO_Biological_Process_2021,positive regulation of MAPK cascade (GO:0043410),8/274,0.0008472478987406501,0.0101018018696,CSF1R;CD74;GPR183;C5AR1;CCL4;CCL3;LAPTM5;HLA-DRB1
KEGG_2021_Human,Colorectal cancer,4/86,0.0034664478991161,0.0103483665223614,CDKN1A;JUN;GADD45B;CYCS
GO_Biological_Process_2021,positive regulation of protein modification process (GO:0031401),7/214,0.0009280632704881476,0.0107482744509896,CSF1R;CD74;DAB2;HSP90AA1;IL1B;PLAUR;HLA-DRB1
GO_Biological_Process_2021,cellular senescence (GO:0090398),3/27,0.000941918675006082,0.0107482744509896,CDKN1A;ID2;CALR
GO_Biological_Process_2021,cellular protein catabolic process (GO:0044257),4/60,0.0009192742842196206,0.0107482744509896,CTSL;CTSC;CTSB;LGMN
GO_Biological_Process_2021,cellular response to chemokine (GO:1990869),4/60,0.0009192742842196206,0.0107482744509896,CCL4;CCL3;CXCL3;CXCL2
GO_Biological_Process_2021,cytoplasmic pattern recognition receptor signaling pathway (GO:0002753),3/27,0.000941918675006082,0.0107482744509896,UBB;UBC;TNFAIP3
GO_Biological_Process_2021,stress-activated protein kinase signaling cascade (GO:0031098),3/27,0.000941918675006082,0.0107482744509896,UBB;UBC;MAP3K8
GO_Biological_Process_2021,positive regulation of nitric oxide biosynthetic process (GO:0045429),3/27,0.000941918675006082,0.0107482744509896,HSP90AA1;HSP90AB1;IL1B
GO_Biological_Process_2021,regulation of calcium-mediated signaling (GO:0050848),3/28,0.00104941361582,0.0110324079686021,PLEK;CCL4;CCL3
GO_Biological_Process_2021,positive regulation of ER-associated ubiquitin-dependent protein catabolic process (GO:1903071),2/7,0.0010557895797909,0.0110324079686021,HERPUD1;NFE2L2
GO_Biological_Process_2021,positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280),2/7,0.0010557895797909,0.0110324079686021,CD74;IL1B
GO_Biological_Process_2021,nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423),3/28,0.00104941361582,0.0110324079686021,UBB;UBC;TNFAIP3
GO_Biological_Process_2021,negative regulation of oxidative stress-induced cell death (GO:1903202),3/28,0.00104941361582,0.0110324079686021,HSPB1;SOD2;NFE2L2
GO_Biological_Process_2021,positive regulation of nitric oxide metabolic process (GO:1904407),3/28,0.00104941361582,0.0110324079686021,HSP90AA1;HSP90AB1;IL1B
GO_Biological_Process_2021,glial cell migration (GO:0008347),2/7,0.0010557895797909,0.0110324079686021,CCL3;CD9
GO_Biological_Process_2021,regulation of prostaglandin biosynthetic process (GO:0031392),2/7,0.0010557895797909,0.0110324079686021,CD74;IL1B
GO_Biological_Process_2021,"nuclear-transcribed mRNA catabolic process, deadenylation-independent decay (GO:0031086)",2/7,0.0010557895797909,0.0110324079686021,ZFP36;ZFP36L1
GO_Biological_Process_2021,positive regulation of integrin-mediated signaling pathway (GO:2001046),2/7,0.0010557895797909,0.0110324079686021,CD63;LIMS1
GO_Biological_Process_2021,regulation of B cell activation (GO:0050864),3/28,0.00104941361582,0.0110324079686021,LAPTM5;TNFAIP3;ZFP36L1
GO_Biological_Process_2021,cellular response to peptide hormone stimulus (GO:0071375),5/106,0.0010209564548176,0.0110324079686021,NR4A2;NR4A1;NR4A3;INSIG1;ZFP36L1
GO_Biological_Process_2021,I-kappaB kinase/NF-kappaB signaling (GO:0007249),4/62,0.0010400191230694,0.0110324079686021,NFKBIA;UBB;UBC;REL
GO_Biological_Process_2021,cellular response to growth factor stimulus (GO:0071363),6/158,0.0010053392939949,0.0110324079686021,NR4A1;ZFP36;HSPB1;ZFP36L1;LGMN;LIMS1
GO_Biological_Process_2021,regulation of natural killer cell chemotaxis (GO:2000501),2/7,0.0010557895797909,0.0110324079686021,CCL4;CCL3
GO_Biological_Process_2021,positive regulation of cell motility (GO:2000147),7/221,0.0011188505838439,0.0116260451729031,CSF1R;DAB2;IL1B;CCL3;SOD2;CXCL16;HBEGF
GO_Biological_Process_2021,regulation of T cell mediated cytotoxicity (GO:0001914),3/29,0.0011643601847784,0.0120317219093775,HLA-DRA;HLA-A;HLA-DRB1
GO_Biological_Process_2021,regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),7/224,0.0012094863442594,0.0124289756923895,CD74;IL1B;REL;TNFAIP3;HSPB1;LITAF;HLA-DRB1
GO_Biological_Process_2021,positive regulation of B cell proliferation (GO:0030890),3/30,0.0012869497152027,0.0131523432432813,CD74;CD81;GPR183
GO_Biological_Process_2021,"regulation of CD4-positive, alpha-beta T cell activation (GO:2000514)",2/8,0.0014010766280144,0.0136596118553496,HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885),2/8,0.0014010766280144,0.0136596118553496,HLA-A;B2M
GO_Biological_Process_2021,positive regulation of T-helper 2 cell cytokine production (GO:2000553),2/8,0.0014010766280144,0.0136596118553496,CD81;NLRP3
GO_Biological_Process_2021,cellular response to transforming growth factor beta stimulus (GO:0071560),5/114,0.0014127355499845,0.0136596118553496,JUN;UBB;UBC;ZFP36L1;LIMS1
GO_Biological_Process_2021,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)",2/8,0.0014010766280144,0.0136596118553496,HLA-A;B2M
GO_Biological_Process_2021,positive regulation of leukocyte cell-cell adhesion (GO:1903039),3/31,0.001417368326926,0.0136596118553496,NR4A3;HLA-DPB1;HLA-DPA1
GO_Biological_Process_2021,regulation of macrophage derived foam cell differentiation (GO:0010743),3/31,0.001417368326926,0.0136596118553496,NFKBIA;MSR1;IL18
GO_Biological_Process_2021,membrane fusion involved in viral entry into host cell (GO:0039663),2/8,0.0014010766280144,0.0136596118553496,CTSL;CXCR4
GO_Biological_Process_2021,"positive regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043372)",2/8,0.0014010766280144,0.0136596118553496,HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,regulation of T-helper 2 cell differentiation (GO:0045628),2/8,0.0014010766280144,0.0136596118553496,IL18;NLRP3
GO_Biological_Process_2021,fusion of virus membrane with host plasma membrane (GO:0019064),2/8,0.0014010766280144,0.0136596118553496,CTSL;CXCR4
GO_Biological_Process_2021,apoptotic process (GO:0006915),7/231,0.0014434070521831,0.0138388511188689,NFKBIA;PPP1R15A;IL1B;DDIT4;NLRP3;CXCR4;IER3
GO_Biological_Process_2021,negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512),4/68,0.0014685967129728,0.0140081532622021,UBB;UBC;SKIL;HSPA1A
GO_Biological_Process_2021,modulation by host of symbiont process (GO:0051851),3/32,0.0015557970051825,0.0147641960695891,JUN;CCL4;CCL3
KEGG_2021_Human,Fc gamma R-mediated phagocytosis,4/97,0.0053230220585597,0.0156604851867772,FCGR3A;MARCKS;GSN;FCGR2A
KEGG_2021_Human,Cellular senescence,5/156,0.0054651099030663,0.0157742314671557,RB1;CDKN1A;GADD45B;HLA-A;ZFP36L1
KEGG_2021_Human,Malaria,3/50,0.0055948013085478,0.0157742314671557,CD81;IL1B;IL18
KEGG_2021_Human,Cholesterol metabolism,3/50,0.0055948013085478,0.0157742314671557,NPC2;LIPA;PLTP
