Term,tag %,gene %,fdr,es,nes,lead_genes
ZNF761 human tf ARCHS4 coexpression,19-May,19.03%,0.845731434,-0.336754065,-0.861466236,ZNF512;PGM3;SYT15;CAMKMT;ZNF552
PLAGL1 human tf ARCHS4 coexpression,27-Nov,26.48%,0.846900558,-0.290679342,-0.861570013,PAM;CLASP2;TIA1;MOB1B;MCTP2;THRA;MMS19;LATS2;GABPA;EDC3;NXF1
MXD4 human tf ARCHS4 coexpression,36/104,29.26%,0.84280399,-0.231772914,-0.863990245,CLCN7;DNAJC5;DUS1L;STK11;GTPBP6;TMEM259;PTOV1;GSK3A;FZR1;FAM193B;INTS1;SLC38A10;RFNG;TNRC18;UPF1;MOGS;ARFGAP1;PPP6R2;FBRSL1;LRP3;H1FX;MAP3K11;SUN2;FURIN;PBXIP1;CSNK1G2;ABHD17A;ZER1;REXO1;SDF4;MGAT4B;MINK1;TNK2;CENPB;PKD1;TAOK2
NEUROD1 human tf ARCHS4 coexpression,Apr-32,5.78%,0.842723781,-0.277942606,-0.864655738,BEX2;RRAGD;PAM;PTGR2
MST1R human tf ARCHS4 coexpression,25-Dec,29.57%,0.843817898,-0.296892717,-0.86475349,DGAT1;SLC4A2;ZDHHC5;TNRC18;F11R;VILL;MYO15B;CLTB;SLC27A4;MGAT4B;MINK1;ADAM15
MBD1 human tf ARCHS4 coexpression,18/98,17.39%,0.843169789,-0.237944841,-0.865779423,ATP2A3;CLCN7;USP20;ASXL1;DUS1L;STK11;TMEM259;FZR1;INTS1;RPTOR;ZDHHC5;SYVN1;UPF1;MOGS;ARFGAP1;PPP6R2;CTDP1;SEC16A
SLC26A10 human tf ARCHS4 coexpression,15-Apr,16.93%,0.840885369,-0.356230371,-0.867414002,BEX2;B3GALT6;MSRB2;NFIA
ZNF395 human tf ARCHS4 coexpression,22/78,21.35%,0.832198768,-0.255790559,-0.872527564,ATP2A3;AHSA2;ASXL1;STK11;TMEM259;H6PD;VIM;FZR1;NDRG1;SLC38A10;SYVN1;TNRC18;MOGS;PHKA2;MYO15B;UBALD2;SIPA1L3;H1FX;INTS3;SUN2;TRIOBP;FAM168B
RBM26 human tf ARCHS4 coexpression,Sep-36,15.53%,0.832368319,-0.291529485,-0.873111718,HNRNPH1;PAXBP1;TIA1;STK17A;NUP153;RBM6;NAPEPLD;ZC3H4;PIKFYVE
ADNP human tf ARCHS4 coexpression,Sep-35,16.93%,0.824347805,-0.305970388,-0.877117603,HNRNPH1;SOX4;TRIM59;PAXBP1;PUM2;RBM6;ZC3H4;CSTF1;NFIA
ZSCAN21 human tf ARCHS4 coexpression,20-Jun,23.10%,0.823549533,-0.325538681,-0.878192181,MT-ATP6;PANK3;FNTB;FAM168B;PGGT1B;TADA1
HMX2 human tf ARCHS4 coexpression,24-Apr,4.60%,0.823246717,-0.316238457,-0.878911918,BEX2;HSPE1;MKI67;HIST1H1E
SOX9 human tf ARCHS4 coexpression,Jun-33,9.09%,0.823556775,-0.311833654,-0.879429083,CENPF;SCD5;TOP2A;HSP90AA1;CLASP2;DNAJB1
SMAD3 human tf ARCHS4 coexpression,23/53,29.98%,0.818584507,-0.271041433,-0.882477765,ASXL1;SLC4A2;ZDHHC5;DNMBP;UPF1;MOGS;ARFGAP1;SYNJ2;SEC16A;QSOX1;G6PD;FAM168B;FOSL2;DPY19L1;ATP2B4;SDF4;MGAT4B;MINK1;CENPB;POFUT2;TAOK2;NPLOC4;AKT1S1
DOT1L human tf ARCHS4 coexpression,25/99,18.30%,0.811595444,-0.244944989,-0.886521839,CLCN7;LONP1;ASXL1;DUS1L;STK11;TMEM259;PPIF;DVL3;ATP13A3;TRPM2;SLC4A2;FZR1;FAM193B;INTS1;RPTOR;SRF;TNRC18;UPF1;MOGS;ARFGAP1;SERPINB2;POLRMT;FBRSL1;SEC16A;LAMP1
FOXE1 human tf ARCHS4 coexpression,Sep-37,16.06%,0.8118501,-0.30056739,-0.886910515,CALR;ATP8A1;ZBTB16;SLC25A29;ATP13A3;RALGAPA2;ID1;SYNE2;FAM19A2
ZNF740 human tf ARCHS4 coexpression,29/92,28.04%,0.813012788,-0.233829373,-0.886972647,ATP2A3;TATDN2;ASXL1;DUS1L;STK11;TMEM259;FZR1;INTS1;NUP153;ZDHHC5;SYVN1;UPF1;MOGS;FBRSL1;SEC16A;SMARCD2;KDM3B;SUN2;PBXIP1;CSNK1G2;REPIN1;ZNF282;ABHD17A;REXO1;ETS1;KMT2D;PIK3CD;MINK1;GATAD2A
ZNF208 human tf ARCHS4 coexpression,19-May,17.20%,0.813927812,-0.326526976,-0.887205162,PTGR2;TRIM59;TMEM120B;ZNF169;ZNF320
MYNN human tf ARCHS4 coexpression,May-33,11.04%,0.81502,-0.276674984,-0.887285731,PGM3;LIN7C;RCHY1;ABCA5;ZNF281
ZFP62 human tf ARCHS4 coexpression,23-Jul,19.67%,0.80888154,-0.318837684,-0.89050441,STMN1;ZNF682;PUM2;SMAD4;RABGAP1;ZC3H7A;MSL1
PAX6 human tf ARCHS4 coexpression,Aug-35,14.80%,0.799091126,-0.273300369,-0.895595945,BEX2;RRAGD;PAM;LIN7C;ABCA5;ELL2;MOB1B;RAB3IP
BAZ2A human tf ARCHS4 coexpression,25/90,28.04%,0.797908075,-0.236239723,-0.896681146,ATP2A3;ASXL1;TMEM259;DVL3;FZR1;FAM193B;INTS1;NUP153;MEN1;ZDHHC5;SYVN1;UPF1;MOGS;FBRSL1;SEC16A;KDM3B;SUN2;CSNK1G2;REXO1;ETS1;KMT2D;PIK3CD;SYNGAP1;MINK1;GATAD2A
GMEB2 human tf ARCHS4 coexpression,22/102,17.50%,0.789647523,-0.240107254,-0.901313015,ATP2A3;CLCN7;LONP1;DUS1L;STK11;NCLN;GTPBP6;TMEM259;SLC4A2;FZR1;INTS1;RPTOR;TNRC18;ZNF787;MOGS;ARFGAP1;POLRMT;CTDP1;UBALD2;FBRSL1;SEC16A;SMARCD2
MBNL2 human tf ARCHS4 coexpression,Sep-48,13.55%,0.79028035,-0.27929236,-0.901574599,CD59;SCD5;ATP8A1;BACE1;BTBD3;ABCA5;ELL2;PPM1A;STRN
ZNF79 human tf ARCHS4 coexpression,13/35,25.76%,0.790543764,-0.296182632,-0.902014471,SEC24A;TATDN2;DIS3;PAXBP1;SLC25A28;PUM1;MARC1;AP1G1;INTS5;TGIF1;SPATA5L1;ZNF266;NUS1
ZNF823 human tf ARCHS4 coexpression,Jun-34,15.26%,0.789652783,-0.297380613,-0.903091638,STMN1;ZNF181;RCHY1;KANSL1L;DCTN4;SENP1
SKI human tf ARCHS4 coexpression,31/88,29.26%,0.780580915,-0.261128441,-0.907747249,CLCN7;DNAJC5;STK11;TMEM259;GSK3A;FZR1;INTS1;SRF;TNRC18;UPF1;THRA;ARFGAP1;FBRSL1;LRP3;SEC16A;SUN2;ATP13A2;FAM168B;CSNK1G2;ABHD17A;REXO1;SDF4;KMT2D;SYNGAP1;MINK1;CRTC1;GATAD2A;TNK2;CENPB;PKD1;TAOK2
LHX6 human tf ARCHS4 coexpression,20-Aug,20.66%,0.778787176,-0.341783283,-0.908877707,RTN3;HKR1;HSDL1;HMG20A;RBM6;SMUG1;KLHL9;AP1G1
CREB1 human tf ARCHS4 coexpression,Oct-47,15.22%,0.778168153,-0.267923032,-0.909894305,STMN1;LBR;SOX4;MIB1;ZNF117;TRIM59;TIA1;KANSL1L;SMCHD1;SYNE2
MEIS2 human tf ARCHS4 coexpression,24-Mar,5.56%,0.774551798,-0.319352878,-0.911960495,RRAGD;C2CD3;PAM
ZNF484 human tf ARCHS4 coexpression,19-Mar,8.79%,0.774989808,-0.329456276,-0.912397521,SLC9B2;ZNF181;MARK3
INF2 human tf ARCHS4 coexpression,27/80,29.98%,0.774183737,-0.26035958,-0.913392993,CLCN7;DNAJC5;DUS1L;TMEM259;SLC4A2;FZR1;INTS1;SLC38A10;ZDHHC5;TNRC18;UPF1;MOGS;ARFGAP1;SEC16A;LAMP1;MAP3K11;FURIN;CLTB;REXO1;SLC27A4;SDF4;MINK1;CENPB;PKD1;TAOK2;ADAM15;AKT1S1
DLX3 human tf ARCHS4 coexpression,18-Jan,0.80%,0.773058234,-0.355193921,-0.91442579,HSPB1
ASH1L human tf ARCHS4 coexpression,Dec-51,18.76%,0.770877901,-0.284935412,-0.91585896,MTRNR2L1;MTRNR2L8;ATP8A1;MTRNR2L12;RALGAPA2;ZNF407;STRN;SYNE2;PIKFYVE;ATG2B;ZFYVE26;KIF1B
ZKSCAN1 human tf ARCHS4 coexpression,19-Jun,18.95%,0.77105454,-0.341130074,-0.916319237,PAM;CLASP2;HKR1;TIA1;TMEM116;PUM1
ZNF432 human tf ARCHS4 coexpression,20-Jul,20.89%,0.768923569,-0.34144481,-0.917695494,ING1;HKR1;SFT2D3;ZNF320;CDKAL1;TMEM116;ZNF419
CUL4B human tf ARCHS4 coexpression,Jun-42,7.53%,0.764075122,-0.293849562,-0.920402466,SEC24A;CITED2;TM9SF3;CDK16;GPD2;UBA1
WT1 human tf ARCHS4 coexpression,31-Dec,25.15%,0.765259655,-0.311755111,-0.920460033,TM9SF3;ACCS;GMCL1;ASXL1;TAPT1;PAXBP1;PIP5K1B;SMARCD2;GZF1;KLHL9;AKTIP;MICALL1
NKX6-2 human tf ARCHS4 coexpression,23-Mar,3.04%,0.764508488,-0.30860612,-0.921291116,SCD5;PTGDS;MT-ND3
XBP1 human tf ARCHS4 coexpression,14/44,18.61%,0.754321591,-0.289566933,-0.926165996,HSPB1;TM9SF3;SRSF9;GPR160;CDYL2;SYVN1;F11R;MOGS;TRIM37;SEC16A;SMARCD2;COPG1;G6PD;HIPK1
ZNF416 human tf ARCHS4 coexpression,19-Jun,23.40%,0.75286799,-0.346062907,-0.927530905,SEC24A;MFN1;EPHB6;NCOA5;ST20;BLOC1S4
OLIG1 human tf ARCHS4 coexpression,28-Apr,8.71%,0.753640041,-0.328185471,-0.927718721,SCD5;PTGDS;SPARC;S100B
TRIM23 human tf ARCHS4 coexpression,Sep-33,19.06%,0.754354247,-0.312643415,-0.92797252,SCD5;RTN3;ATP8A1;LIN7C;CLASP2;PPM1A;PDE4D;KIF1B;FAR1
CUX1 human tf ARCHS4 coexpression,30/75,33.60%,0.754949843,-0.257432381,-0.928243769,IGF1R;TATDN2;DVL3;SLC4A2;INTS1;RPTOR;TNRC18;UPF1;ATG2B;MYO15B;FBRSL1;SEC16A;SMARCD2;KDM3B;HIPK1;INTS3;REPIN1;ZER1;FOSL2;MGAT4B;SYNGAP1;MINK1;UBAP2L;PKD1;TAOK2;MTMR3;FAM65A;HDAC4;HTT;GIGYF1
ZNF7 human tf ARCHS4 coexpression,15-Apr,18.68%,0.755123345,-0.356738841,-0.928775258,C2CD3;PTGR2;ZNF320;TMEM116
HEYL human tf ARCHS4 coexpression,18-Feb,3.01%,0.752364579,-0.358909219,-0.93088646,CD59;SPARC
GATA3 human tf ARCHS4 coexpression,Oct-38,18.61%,0.752696461,-0.294397544,-0.931331378,HSPB1;DVL3;INTS1;CDYL2;TRIM37;SEC16A;SMARCD2;EME2;G6PD;HIPK1
ZNF229 human tf ARCHS4 coexpression,22-Apr,17.54%,0.753800593,-0.340952195,-0.931415415,PGM3;HMG20A;ELL2;MAPK6
ZNF76 human tf ARCHS4 coexpression,20/85,22.64%,0.751635721,-0.264358658,-0.932889811,ATP2A3;CLCN7;DUS1L;FLYWCH1;ATHL1;GTPBP6;FAM73B;TMEM259;FAM193B;SYVN1;RFNG;POLRMT;PPP6R2;MYO15B;FBRSL1;SUN2;CAPN3;PBXIP1;CSNK1G2;ACSS1
EHF human tf ARCHS4 coexpression,23-May,13.93%,0.748160561,-0.331876946,-0.934801828,SLPI;TM9SF3;S100P;NDRG1;F11R
NFIB human tf ARCHS4 coexpression,27-Apr,10.58%,0.747835024,-0.318345619,-0.935476181,STMN1;SOX4;MARK3;PUM2
ZNF431 human tf ARCHS4 coexpression,20-Jul,25.38%,0.744219373,-0.334392569,-0.937569933,C2CD3;TMEM120B;SFT2D3;ZNF320;TMEM116;TYW5;MAPKAPK5
AR human tf ARCHS4 coexpression,14/35,23.59%,0.744868387,-0.301129499,-0.937838698,MKI67;IGF1R;ASXL1;PYGO2;RALGAPA2;NDRG1;MEN1;FBRSL1;SIPA1L3;SEC16A;KDM3B;FAAH;ACSS1;REPIN1
SIM2 human tf ARCHS4 coexpression,23-Oct,22.68%,0.742998431,-0.335829368,-0.939491035,ING1;C2CD3;IGF1R;RALGAPA2;NDRG1;SIPA1L3;ZNF320;MARC1;RHOU;KCNJ3
KLF5 human tf ARCHS4 coexpression,16-Apr,14.31%,0.741224868,-0.357378241,-0.940812737,TM9SF3;S100P;F11R;VILL
THAP10 human tf ARCHS4 coexpression,20-Aug,22.18%,0.74238627,-0.355857534,-0.94084787,SLC9B2;TUBA1B;RTN3;HSDL1;HMGCR;KLHL9;UBQLN2;ELMOD2
SOX8 human tf ARCHS4 coexpression,27-Apr,8.71%,0.740626317,-0.335606572,-0.942079554,SCD5;PTGDS;SPARC;S100B
HOXD11 human tf ARCHS4 coexpression,13/27,29.26%,0.739644571,-0.347583963,-0.943131129,MKI67;CDK16;DUS1L;UBA1;UBE2M;LRRC45;FBRSL1;LRP3;ZNF282;DHX37;MICALL1;UBAP2L;TAOK2
EMX1 human tf ARCHS4 coexpression,21-Jul,18.15%,0.734484195,-0.356107828,-0.946120062,RECQL5;THRA;TACC3;TWISTNB;NFIA;LRP3;EXD3
ZC3H11A human tf ARCHS4 coexpression,21/64,21.88%,0.733530168,-0.282111868,-0.946948164,TM9SF3;AHSA2;EDEM3;ASXL1;MIB1;PUM2;PANK3;NUP153;CCNT1;SMCHD1;STRN;VCPIP1;PIKFYVE;ATG2B;SEC16A;KDM3B;HIPK1;MSL1;AP1G1;SIAH2;TLK2
ZNF131 human tf ARCHS4 coexpression,18/34,34.36%,0.730374488,-0.336259413,-0.948920973,DHX32;TIA1;SAP30L;KANSL1L;ZNF552;VCPKMT;TSR3;LATS2;FAM217B;ATPAF1;MAPKAPK5;NXF1;ZNF839;TMED7;ZC3H6;TCEA2;POLI;FLOT2
TFAP2A human tf ARCHS4 coexpression,13/34,29.57%,0.731051486,-0.294286643,-0.949209452,HSPB1;CDK16;DVL3;SLC4A2;EXOC3;LRRC45;SEC16A;FOXK2;STK35;MICALL1;FSTL3;UBAP2L;ADAM15
THRA human tf ARCHS4 coexpression,Mar-40,2.36%,0.720888631,-0.298015102,-0.954348071,SCD5;KBTBD11;PTGDS
NFE2 human tf ARCHS4 coexpression,Dec-96,9.93%,0.721614336,-0.263739946,-0.954533118,PRSS57;SPINK2;RGL4;PADI4;MAPK14;USP20;LMO2;HBB;TESC;CEACAM4;PROK2;SLC40A1
FOXA1 human tf ARCHS4 coexpression,Dec-35,18.61%,0.720839069,-0.306734287,-0.955446904,HSPB1;IGF1R;PYGO2;RALGAPA2;CDYL2;NDRG1;MEN1;TRIM37;SIPA1L3;SEC16A;SMARCD2;HIPK1
ZNF415 human tf ARCHS4 coexpression,18-May,23.10%,0.721295248,-0.344299372,-0.955792344,BEX2;TIA1;CDKAL1;TMEM116;TADA1
ARID2 human tf ARCHS4 coexpression,Aug-35,16.93%,0.719301536,-0.31353019,-0.957425412,HNRNPH1;SOX4;LIN7C;TRIM59;TIA1;NSUN6;ZC3H4;NFIA
EGR4 human tf ARCHS4 coexpression,Jun-47,5.71%,0.720386298,-0.306873998,-0.957477876,BEX2;MAN1A1;RRAGD;DNAJA4;PAM;LIN7C
CXXC1 human tf ARCHS4 coexpression,26/92,24.62%,0.718363163,-0.26088253,-0.959047492,ATP2A3;CLCN7;DUS1L;STK11;GLI4;ATHL1;GTPBP6;FZR1;FAM193B;INTS1;SLC38A10;SYVN1;UPF1;MOGS;ARFGAP1;POLRMT;CTDP1;UBALD2;GZMM;MAP3K11;SUN2;MBD1;CSNK1G2;PARP10;ABHD17A;REXO1
ZNF154 human tf ARCHS4 coexpression,15-Jul,18.68%,0.713784748,-0.401095553,-0.96170004,C2CD3;RBM5;PLEKHA8;VARS2;BTBD11;ZNF169;TMEM116
PAX1 human tf ARCHS4 coexpression,Aug-39,13.17%,0.704907918,-0.309107891,-0.966258846,NUCB2;CD59;CITED2;ATP8A1;SLC4A2;FAM120C;KANSL1L;BTBD11
SOX5 human tf ARCHS4 coexpression,21-Apr,10.58%,0.704939818,-0.366009848,-0.966733654,STMN1;SOX4;CLASP2;PUM2
DMTF1 human tf ARCHS4 coexpression,Dec-35,17.12%,0.704717791,-0.324530841,-0.967325141,AHSA2;PAXBP1;TIA1;YEATS2;PUM2;RBM5;KANSL1L;MCTP2;RBM6;SYNE2;PIKFYVE;RBM26
NR0B1 human tf ARCHS4 coexpression,Aug-32,14.19%,0.704770679,-0.310991047,-0.967925442,RRAGD;CD63;PAM;LIN7C;FAM160B1;GCLM;ELL2;MOB1B
ZBTB25 human tf ARCHS4 coexpression,18-Jun,23.17%,0.696050363,-0.344635498,-0.972423833,C2CD3;TMEM120B;ZNF169;ZNF320;TMEM116;AK9
MYSM1 human tf ARCHS4 coexpression,17/47,19.06%,0.691066319,-0.316090644,-0.975288589,EMB;AHSA2;MED14;PUM2;PANK3;NUP153;ARL5B;MEX3C;SMCHD1;STRN;SYNE2;SENP1;PIKFYVE;ATG2B;RBM26;KDM3B;FAR1
MLXIP human tf ARCHS4 coexpression,19/72,24.62%,0.688537706,-0.275740281,-0.976932972,ATP2A3;USP20;STK11;TMEM259;H6PD;FAM193B;INTS1;SYVN1;TNRC18;MYO15B;FBRSL1;SIPA1L3;SEC16A;MAP3K11;SUN2;CAPN3;ACSS1;REPIN1;REXO1
CREB3L4 human tf ARCHS4 coexpression,19-May,19.03%,0.688135692,-0.369071325,-0.977592358,HSPB1;SLC25A29;TRIM37;SMARCD2;ZNF552
PLAGL2 human tf ARCHS4 coexpression,20/51,30.06%,0.687111925,-0.289454572,-0.978474986,MKI67;ASXL1;B4GALT5;NUP153;SRF;TAF4;ZDHHC5;UPF1;CNOT11;TACC3;SEC16A;FOXK2;CSNK1G2;BRPF3;STK35;REXO1;KMT2D;GATAD2A;UBAP2L;MTMR3
ZNF33A human tf ARCHS4 coexpression,Oct-38,15.22%,0.68244169,-0.308366193,-0.981119357,BEX2;KIAA1958;MTRNR2L12;ZNF117;HSDL1;TIA1;RALGAPA2;SMCHD1;RAB3IP;SYNE2
NR5A1 human tf ARCHS4 coexpression,Dec-34,15.75%,0.679171871,-0.321930571,-0.98310681,MAN1A1;SEPP1;SNTB1;ASXL1;PCYT2;RFNG;MOGS;PHKA2;TRIB3;ARFGAP1;F5;PPP6R2
PAX9 human tf ARCHS4 coexpression,15-Mar,8.11%,0.679481739,-0.394670381,-0.983381169,SLPI;SLC25A29;S100P
ZNF121 human tf ARCHS4 coexpression,16-Mar,7.72%,0.678133982,-0.401461635,-0.984581859,HSPD1;HSP90AB1;TRIM59
RLF human tf ARCHS4 coexpression,17/56,20.59%,0.678723649,-0.297658105,-0.984862666,SEC24A;ZNF770;MTRNR2L12;DIS3;MIB1;NUP153;ARL5B;MEX3C;CCNT1;ZNF407;SYNE2;VCPIP1;ATG2B;MAPK6;PUM1;GDAP2;KLHL9
SOX4 human tf ARCHS4 coexpression,18-May,11.68%,0.679207308,-0.375832458,-0.985169786,STMN1;HNRNPH1;ZNF117;TIA1;KANSL1L
PPP2R3B human tf ARCHS4 coexpression,18-Jun,23.14%,0.672871061,-0.358265431,-0.988381497,GTPBP6;ATP5D;POLRMT;FBRSL1;CAPN3;LRRC47
ZNF25 human tf ARCHS4 coexpression,23-May,8.68%,0.672782022,-0.364162062,-0.988922056,SCD5;RTN3;ATP8A1;CLASP2;HSDL1
MBD4 human tf ARCHS4 coexpression,19-Aug,18.87%,0.671149645,-0.378322427,-0.990058411,PET100;ZNF444;RNF24;ANGEL1;MPND;SMUG1;FAM120B;ZNF551
HIST1H1E human tf ARCHS4 coexpression,30-Oct,19.52%,0.671231404,-0.340099216,-0.990632704,MTRNR2L1;MTRNR2L8;MKI67;MTRNR2L10;TFRC;CPOX;NUP153;CTDP1;SMARCD2;H1FX
ZNF354C human tf ARCHS4 coexpression,26-Dec,25.91%,0.66193513,-0.375260635,-0.995841739,ZNF438;EDEM3;HSDL1;AREL1;PUM2;PLEKHA8;RABGAP1;KIF1B;KLRD1;ANKRD50;GABPA;EXOC6
FMNL2 human tf ARCHS4 coexpression,May-33,8.71%,0.661257891,-0.317766804,-0.996465984,SCD5;PTGDS;ATP8A1;BACE1;S100B
ZFPM2 human tf ARCHS4 coexpression,17-Jun,18.76%,0.659702715,-0.395526731,-0.997583379,SCD5;ZNF514;ZNF407;THRA;NFIA;KIF1B
NFRKB human tf ARCHS4 coexpression,13/36,26.37%,0.657264891,-0.338510594,-0.999484188,DUS1L;UBA1;TTLL12;NUP153;SLC38A10;UPF1;TACC3;ARFGAP1;KDM3B;FOXK2;REPIN1;ZNF317;KMT2D
HOXA2 human tf ARCHS4 coexpression,25-Dec,29.98%,0.655455355,-0.361482228,-1.000938021,CDK16;GTPBP6;SLC25A29;ARMC5;TNRC18;ARFGAP1;KDM3B;GCA;EPG5;UBAP2L;TAOK2;AKT1S1
HOXD8 human tf ARCHS4 coexpression,17-Mar,4.34%,0.654981677,-0.396627704,-1.001699389,UBFD1;SPARC;TM9SF3
ZNF687 human tf ARCHS4 coexpression,22/92,20.02%,0.648708352,-0.263148788,-1.005005445,ATP2A3;CLCN7;TATDN2;DUS1L;STK11;GTPBP6;TMEM259;PYGO2;GSK3A;FZR1;INTS1;TNRC18;UPF1;MOGS;CTDP1;UBALD2;FBRSL1;SEC16A;SMARCD2;H1FX;MAP3K11;SUN2
ZNF155 human tf ARCHS4 coexpression,21-Apr,15.37%,0.649302982,-0.374106323,-1.005270756,PTTG1;TRIM59;TACC3;PRDM10
RHOXF1 human tf ARCHS4 coexpression,16-May,19.94%,0.643793259,-0.384034062,-1.008356238,ECI1;PTOV1;SFT2D3;MSRB2;ZNF821
ZNF787 human tf ARCHS4 coexpression,33/100,24.62%,0.643228572,-0.278825889,-1.009095654,CLCN7;DNAJC5;DUS1L;STK11;NCLN;GTPBP6;TMEM259;UBE2M;GSK3A;SLC4A2;FZR1;INTS1;SLC38A10;SRF;RFNG;CDC34;UPF1;MOGS;ARFGAP1;POLRMT;CTDP1;ATG4D;UBALD2;FBRSL1;SMARCD2;H1FX;MAP3K11;FURIN;CSNK1G2;REPIN1;ZNF282;ABHD17A;REXO1
THAP5 human tf ARCHS4 coexpression,Jun-34,14.19%,0.640929835,-0.316714449,-1.010743477,HNRNPH1;LIN7C;PTGR2;TRIM59;ABCA5;MOB1B
SOHLH2 human tf ARCHS4 coexpression,21-Oct,35.12%,0.641269965,-0.3777517,-1.011113419,PTTG1;CNOT11;TACC3;PRDM10;INTS8;PAXIP1;MTMR3;IPO8;SPATA2;ZP3
ZNF33B human tf ARCHS4 coexpression,25-Jun,13.20%,0.638424447,-0.350187023,-1.01301049,ZNF682;DIS3;RBM5;STK17A;KANSL1L;MFSD8
TFCP2 human tf ARCHS4 coexpression,13/30,25.49%,0.637533295,-0.345326129,-1.013981735,ARHGAP19;PAXBP1;MED14;CUL4A;DNMBP;MCMBP;ZNF320;FAM120B;PUM1;ZBTB48;RASA1;ZNF266;ATP2B4
ETV4 human tf ARCHS4 coexpression,19-Apr,13.70%,0.630130022,-0.3703717,-1.017974805,GAPDH;HSPD1;PANK3;FNTB
CIC human tf ARCHS4 coexpression,43/104,33.64%,0.630116773,-0.279083494,-1.018637538,CLCN7;DNAJC5;STK11;TMEM259;DVL3;PTOV1;GSK3A;SLC4A2;FZR1;FAM193B;INTS1;RPTOR;SLC38A10;TNRC18;UPF1;MOGS;ARFGAP1;PPP6R2;FBRSL1;SEC16A;MAP3K11;SUN2;ATP13A2;CSNK1G2;ABHD17A;REXO1;SDF4;KMT2D;MGAT4B;SYNGAP1;MINK1;CRTC1;TNK2;CENPB;PKD1;TAOK2;ARAP1;FAM65A;CLSTN3;EML3;HTT;GIGYF1;TBC1D10B
RREB1 human tf ARCHS4 coexpression,17/58,18.61%,0.630148375,-0.298505748,-1.019134372,MYB;CEBPA;H6PD;RALGAPA2;RPTOR;ZNF407;TNRC18;ZC3H4;PHKA2;PIKFYVE;MYO15B;CTDP1;AVL9;SIPA1L3;ZFYVE26;SEC16A;HIPK1
BRPF1 human tf ARCHS4 coexpression,24/78,24.62%,0.628155959,-0.283429216,-1.020584124,CENPF;CLCN7;TATDN2;ASXL1;DUS1L;TMEM259;FZR1;INTS1;RPTOR;NUP153;UPF1;WRNIP1;MOGS;TACC3;CTDP1;SEC16A;SMARCD2;H1FX;SUN2;FURIN;CSNK1G2;ZNF282;DHX37;REXO1
FOXJ3 human tf ARCHS4 coexpression,20/50,30.06%,0.62644913,-0.335516911,-1.021888716,ASXL1;MED14;YEATS2;FAM193B;NUP153;MEX3C;DCTN4;STRN;PIKFYVE;ATG2B;SEC16A;KDM3B;HIPK1;SIK3;ETS1;KMT2D;CEP120;UBAP2L;HERC1;MTMR3
NKX6-3 human tf ARCHS4 coexpression,26-Jun,12.98%,0.626632164,-0.369608346,-1.022388888,ATP2A3;GPR160;S100P;CCDC117;FZR1;SYVN1
HOXC11 human tf ARCHS4 coexpression,Jun-34,10.62%,0.624916225,-0.337081707,-1.023472973,HSPB1;GAPDH;CDK16;DUS1L;UBE2M;SLC4A2
DNAJC21 human tf ARCHS4 coexpression,17-Jul,21.88%,0.625459609,-0.423289745,-1.023758203,HSPD1;TMEM159;CUL4A;NUP153;STRN;SIAH2;TLK2
DBX2 human tf ARCHS4 coexpression,24-Sep,17.81%,0.623553555,-0.357384013,-1.025161833,SCD5;HSP90AA1;DNAJA4;DNAJB1;CRLS1;TMEM120B;FIZ1;KCNN1;HSPH1
ZNF222 human tf ARCHS4 coexpression,28-Apr,9.55%,0.62357339,-0.337100445,-1.025643412,STMN1;SOX4;CLASP2;TIA1
ZNF786 human tf ARCHS4 coexpression,14/23,36.49%,0.624345137,-0.375199372,-1.025801908,P2RY8;C2CD3;PTGR2;B3GNT5;TMEM116;ZNF419;GPR157;AK9;PECR;TMED7;DEAF1;TMEM105;NEDD1;AP1G2
FOXL1 human tf ARCHS4 coexpression,Mar-39,3.01%,0.621536168,-0.305773223,-1.027844751,CALR;MFGE8;SPARC
ID2 human tf ARCHS4 coexpression,13/33,24.01%,0.608929212,-0.367577709,-1.034399865,CST7;NKG7;CD96;HOPX;CD3D;ALOX5AP;GZMA;CD3E;KLRB1;AMFR;KLRD1;CD3G;IL32
ZFP1 human tf ARCHS4 coexpression,15-Mar,9.55%,0.609929933,-0.420432429,-1.034462341,STMN1;ZNF181;TIA1
ZNF485 human tf ARCHS4 coexpression,15-Aug,26.60%,0.607307725,-0.417523654,-1.036217172,TYSND1;ID1;ATG4D;ZNF320;TMEM116;ZBTB48;CD3G;MFSD12
ANAPC2 human tf ARCHS4 coexpression,34/96,29.98%,0.597914643,-0.273727451,-1.040869647,CLCN7;DUS1L;STK11;GTPBP6;SLC4A2;FZR1;FAM193B;INTS1;SLC38A10;SYVN1;TNRC18;UPF1;MOGS;ARFGAP1;POLRMT;PPP6R2;FBRSL1;SEC16A;SMARCD2;MAP3K11;SUN2;CSNK1G2;REPIN1;ABHD17A;REXO1;SDF4;KMT2D;MGAT4B;MINK1;TNK2;CENPB;TAOK2;ADAM15;AKT1S1
ZNF700 human tf ARCHS4 coexpression,Jun-31,13.01%,0.597080147,-0.354141514,-1.041804764,PRTN3;ZNF181;RCHY1;RALGAPA2;KANSL1L;DCTN4
OTP human tf ARCHS4 coexpression,15-Apr,19.94%,0.598181509,-0.428173469,-1.041833845,ATP8A1;BASP1;ATP5D;ZNF821
