Term,tag %,gene %,fdr,es,nes,lead_genes
TFE3 human tf ARCHS4 coexpression,44/117,28.54%,0.176302304,0.355364721,1.374528333,TYROBP;TNFRSF1B;TLR2;CHST15;ITGAX;RXRA;C5AR1;FPR1;SECTM1;CEBPB;LILRB3;MAP3K3;NACC2;OSCAR;SPI1;PLEKHO2;NFAM1;PPP1R9B;FAM214B;CAMTA2;ABTB1;ZBTB7B;TMEM127;NDOR1;NADK;RNPEPL1;STXBP2;CHMP4B;CSF2RB;STK40;SLC6A6;GAS2L1;TGFBR2;DNM2;PICALM;PHC2;EHBP1L1;ATXN7L3;HK3;ZDHHC7;PPM1M;METRNL;KDM6B;PNPLA6
PRDM12 human tf ARCHS4 coexpression,15-Apr,14.08%,0.176787537,0.511400795,1.373115351,CDKN1C;SLCO3A1;ULK2;UBE2H
HIVEP2 human tf ARCHS4 coexpression,31/85,28.88%,0.178197722,0.359184146,1.371053438,OGFRL1;GIMAP8;SOD2;RASA3;WDFY3;SSH2;NLRP1;GAS7;IQSEC1;KIAA0513;PPP1R9B;KLF13;CAMTA2;GABBR1;IL4R;AAK1;SIPA1L1;PTK2B;KIAA0430;ARHGEF3;KDM7A;TMOD2;DNAH1;NFKB1;EHBP1L1;ATXN7L3;RPH3A;KDM6B;PTPRJ;NLRC5;PPP1R16B
BCL6B human tf ARCHS4 coexpression,20/47,24.96%,0.17937224,0.383626342,1.369402997,RHOB;GIMAP8;MAP3K3;SDCBP;FAM198B;THBS1;PPM1F;ITPRIPL2;ECE1;CD93;SEC14L1;TMEM255B;THBD;GRK5;GRASP;TGFBR2;CD9;CALCRL;IL6ST;RAP2B
PPARD human tf ARCHS4 coexpression,28/113,18.42%,0.181198386,0.359246011,1.366536597,CD68;CXCL16;TNFRSF1B;CD163;SLC43A2;CTSL;ITGAX;CTSB;C1QC;CEBPB;CCR1;SLC15A3;CSTB;PLEKHO2;PPP1R9B;CD14;IER3;PLD3;CAMTA2;PLAUR;PLEC;ZBTB7B;TMEM127;PLD2;IL4R;MMP19;RNPEPL1;CHMP4B
MEOX1 human tf ARCHS4 coexpression,13/36,25.00%,0.181137768,0.4186641,1.365775152,RXRA;CD36;ARHGEF40;RHOQ;STK38;EPHX1;GALNT10;TMTC2;FZD2;CFD;WWC3;TMEM129;RBP7
FOXD4L5 human tf ARCHS4 coexpression,15-May,14.27%,0.187826193,0.554732547,1.359193634,HLA-DQA1;SOD2;ALPK1;ZNF333;IL1RAP
ZBTB32 human tf ARCHS4 coexpression,20/55,16.48%,0.195612989,0.388545383,1.352008241,HLA-DQA1;HLA-DQB1;TNFRSF8;CD74;BIRC3;TNFAIP3;HLA-DRB1;IER5;IRF9;MYO1G;ENTPD1;SAMSN1;NCF1;PPP1R9B;KLF13;GADD45B;TLR7;IL4R;MS4A1;BTG2
REL human tf ARCHS4 coexpression,Sep-31,16.51%,0.206289318,0.42032481,1.341509611,HLA-DQA1;NFKBIZ;TNFAIP3;SOD2;MAP3K8;ALPK1;MX2;CD83;SPG11
MNT human tf ARCHS4 coexpression,37/112,26.18%,0.206579578,0.343535292,1.340556699,CFP;KLF2;SLC11A1;ITGAX;AMPD2;LILRB3;PTAFR;SH3BP2;NLRP1;SPI1;IQSEC1;SIGLEC14;NFAM1;PPP1R9B;PPM1F;FAM214B;CAMTA2;ABTB1;FRAT1;ZBTB7B;GLTSCR1;C2CD2L;RNF166;NADK;RNPEPL1;RASGRP4;MEFV;FCAR;NAIP;ZSWIM8;BRI3;TLE3;DNM2;NLRP12;MOB3A;RNF44;PLCB2
CD36 human tf ARCHS4 coexpression,Dec-46,12.33%,0.220577129,0.412312865,1.329240656,SAT1;PDK4;LY96;RXRA;METTL7A;FKBP5;ACSL1;TLR4;FAM198B;RHOQ;PLA2G4A;PLA2G16
MYBL1 human tf ARCHS4 coexpression,15/53,17.31%,0.225216336,0.378472145,1.325059066,FCGR3A;FAM65B;ITGAL;CDC42SE1;RASA3;WBP1L;MAP3K8;SSH2;MAP3K1;MX2;ECE1;STK38;RNF166;ACADSB;GALNT10
IKZF2 human tf ARCHS4 coexpression,18/66,16.78%,0.226337027,0.366910992,1.323826559,HLA-DQA1;TNFRSF8;BIRC3;CREB5;TNFAIP3;HLA-DRB1;IER5;MYO1G;ENTPD1;SH3TC1;TLR6;IFI44L;KLF13;GADD45B;TLR7;GPCPD1;MS4A1;SIPA1L1
ZMAT3 human tf ARCHS4 coexpression,20/45,24.01%,0.225929426,0.395928183,1.323375599,SAMD4A;CDKN1A;WDFY3;SORT1;NACC2;THBS1;DAB2;ECE1;ITGAV;UBE2H;TMTC1;SETD7;RRM2B;EXT1;GALNT10;HIPK2;CDC42EP3;ADAMTS2;TMOD2;IL6ST
ZNF697 human tf ARCHS4 coexpression,16/67,14.16%,0.225279587,0.367962541,1.323119353,MAFB;CD68;CD300E;CTSL;BACH1;CTSB;CDKN1A;WDFY3;RTN1;SLC15A3;INSIG1;ATP2B1;PLEKHO2;IER3;ITGAV;PLAUR
SETDB2 human tf ARCHS4 coexpression,15/42,13.09%,0.224320871,0.411144696,1.323005716,TSC22D3;HLA-DPA1;CYBB;HLA-DPB1;FGD2;EVI2A;HLA-DRA;CD74;USP15;DPYD;PLXNC1;ALPK1;CXCR4;CD244;HSPBAP1
RBM5 human tf ARCHS4 coexpression,14/34,23.71%,0.229185826,0.433456972,1.319011853,TXNIP;FAM65B;RCBTB2;MS4A14;MAP3K3;SSH2;NLRP1;UBR2;SUN1;SPG11;KIAA0430;NAIP;WWC3;DNAH1
ETV6 human tf ARCHS4 coexpression,21/66,12.82%,0.230020563,0.344423555,1.317369697,CLEC7A;HLA-DPA1;KLF6;HLA-DPB1;TLR2;HLA-DQB1;HLA-DRA;ITGAX;NFKBIZ;CD74;HLA-DRB1;RIN3;DPYD;MAP3K8;MYO1G;SH3BP2;SPI1;LILRA6;PPM1F;MX2;CD244
ZNF296 human tf ARCHS4 coexpression,28-Aug,7.57%,0.230502716,0.44948666,1.316356627,HLA-DQB1;TNFRSF8;HLA-DRA;CD74;HLA-DRB1;PRELID1;MYO1G;AMDHD2
ZBED2 human tf ARCHS4 coexpression,28-May,7.69%,0.234175248,0.433572185,1.312760349,TNFRSF8;ITGAL;BIRC3;WARS;SAMSN1
MAFF human tf ARCHS4 coexpression,19-Jul,24.47%,0.238806741,0.462235114,1.308594862,HLA-DQA1;KCNJ2;MT2A;BTBD9;SULT1A1;DCUN1D3;RAB12
KLF9 human tf ARCHS4 coexpression,13/51,15.14%,0.240843592,0.389198382,1.30624321,RHOB;METTL7A;SAMD4A;FKBP5;SORT1;NACC2;GABARAPL1;RHOQ;GAS7;KLF13;CAMTA2;CEBPD;TOM1L2
FOXP3 human tf ARCHS4 coexpression,19/76,18.04%,0.242489565,0.341347109,1.304087078,JUNB;TNFRSF1B;KLF2;GIMAP4;FAM65B;GIMAP8;ITGAL;CDC42SE1;TNFAIP3;IRF9;MYO1G;NLRP1;KLF13;GIMAP6;GIMAP5;SPATA13;RNF166;TECPR1;RNPEPL1
KLF11 human tf ARCHS4 coexpression,May-40,5.10%,0.244256022,0.403951362,1.301839552,FCN1;MAFB;MCL1;KLF4;FOSB
HNF1B human tf ARCHS4 coexpression,20-Aug,25.19%,0.243386314,0.491636101,1.301520877,KCNJ2;HERPUD1;B4GALT1;GPER1;SULT1A1;DCUN1D3;RAB12;APOL1
NFATC3 human tf ARCHS4 coexpression,13/66,11.30%,0.252225169,0.359511544,1.294313792,TXNIP;GIMAP4;FAM65B;CX3CR1;GIMAP8;ITGAL;CDC42SE1;RIN3;MYO1G;SSH2;MAP3K1;YTHDF3;KLF13
CREM human tf ARCHS4 coexpression,15/52,15.03%,0.257390098,0.342118791,1.289709064,ID2;BCL2A1;EVI2A;LY96;BIRC3;UPP1;NR4A2;MAP3K8;SAMSN1;TNF;TM6SF1;RASGEF1B;GIMAP5;PLAUR;CD83
ZNF266 human tf ARCHS4 coexpression,Aug-33,12.02%,0.258066603,0.426382663,1.288531433,TXNIP;FGD2;FAM65B;CDC42SE1;DPEP2;ALPK1;CXCR4;TTC33
ZNF302 human tf ARCHS4 coexpression,15-Jan,0.61%,0.261213704,0.461728005,1.285667286,CDKN1C
ATOH8 human tf ARCHS4 coexpression,Dec-34,24.01%,0.266174923,0.408486866,1.281232008,RHOB;ARHGEF40;METTL7A;SAMD4A;NACC2;RHOQ;OLIG1;TOM1L2;EXT1;ADAMTS2;TGFBR2;IL6ST
NFATC1 human tf ARCHS4 coexpression,41/94,29.03%,0.269293212,0.331896404,1.278656802,JUNB;TNFRSF1B;KLF2;ITGAL;CDC42SE1;HLA-DRB1;RIN3;PLEKHO1;RASA3;MYO1G;SH3TC1;ARRDC2;SPI1;PLEKHO2;PPP1R9B;KLF13;IL4R;RNF166;UNC13D;RNPEPL1;STXBP2;PTK2B;STK40;ENGASE;FAM78A;DNM2;PARP12;NFKB1;MOB3A;PLCB2;EHBP1L1;TFEB;PPM1M;KDM6B;PTPRJ;RELB;NLRC5;JUND;PPP1R16B;ABCA7;PNRC1
ELK3 human tf ARCHS4 coexpression,21/47,22.45%,0.268766636,0.371622647,1.278093076,KLF6;S100A4;LGALS1;DPYD;RASA3;RGS18;ANXA1;THBS1;DAB2;ITPRIPL2;ECE1;MAP3K7CL;CD93;EXT1;GALNT10;LMNA;CATSPER1;VCL;GAS2L1;TGFBR2;CD9
MLXIPL human tf ARCHS4 coexpression,22-Apr,4.79%,0.278274479,0.493166404,1.271047766,SERPINA1;TMEM176B;METTL7A;TMEM176A
CHD2 human tf ARCHS4 coexpression,Dec-62,10.08%,0.27742355,0.366533874,1.27088504,HLA-DQA1;MCL1;NFKBIZ;USP15;TNFAIP3;PELI1;LRRK2;SSH2;MAP3K1;NLRP1;CREBRF;DMXL2
ATF6 human tf ARCHS4 coexpression,17/53,16.93%,0.283017099,0.376255368,1.266535623,TMEM176B;IL15;GCH1;WDFY3;ABHD5;OSTM1;TLR4;KLHL2;B4GALT1;ADAM17;TMEM62;UBR2;RIN2;ITPRIPL2;ITGAV;SPG11;SMPDL3A
ZNF407 human tf ARCHS4 coexpression,20/79,16.78%,0.287249709,0.337978285,1.263313918,FGL2;USP15;BACH1;DPYD;WDFY3;TMEM154;LRRK2;TLR4;JAK2;TLR1;SSH2;MAP3K1;DMXL2;SPOPL;JMJD1C;SP3;GPCPD1;AAK1;SPG11;SIPA1L1
ZC3H7A human tf ARCHS4 coexpression,26-Nov,26.03%,0.288287124,0.434961003,1.261819699,TNFAIP3;PELI1;WBP1L;MAP3K1;GIMAP6;CECR1;SGSH;FBXL3;GPR155;RNF135;MOB3A
EPAS1 human tf ARCHS4 coexpression,15/41,24.01%,0.292558099,0.406635583,1.258065338,RHOB;METTL7A;SGMS2;NR4A1;ECE1;CEBPD;TOM1L2;CD93;EPHX1;THBD;GRK5;ATP11A;TMEM63B;TGFBR2;IL6ST
PCSK6 human tf ARCHS4 coexpression,17-Aug,27.36%,0.295369319,0.484419166,1.255575457,SERPINA1;METTL7A;ASGR1;EPHX1;ACADSB;ABAT;SDS;C2
NR0B2 human tf ARCHS4 coexpression,17-Mar,4.79%,0.295320209,0.459443043,1.254906893,SERPINA1;TMEM176B;TMEM176A
MLX human tf ARCHS4 coexpression,27-Oct,19.18%,0.296527307,0.404728915,1.253211328,TMEM176B;PRELID1;SECTM1;ZBTB7B;SNX11;NADK;RNPEPL1;STXBP2;ESRRA;IFNGR2
FOXO3 human tf ARCHS4 coexpression,27/94,21.04%,0.296849076,0.319989302,1.252138824,OGFRL1;MCL1;USP15;IRS2;METTL7A;BACH1;JAZF1;WDFY3;LRRK2;TLR4;PLXNC1;SSH2;MEGF9;DMXL2;SLC9A9;CPEB4;HECA;UBE2H;CEBPD;GPCPD1;SEC14L1;RFX1;SLC25A37;EPB42;TBCEL;MAST3;KIAA0430
ZNF274 human tf ARCHS4 coexpression,14/44,18.76%,0.29666999,0.366996204,1.251494683,USP15;PELI1;PPP1R15A;ALPK1;RAB8B;CXCR4;CPEB4;ENTPD4;TRIM52;PARP6;GPCPD1;IL4R;ZNF586;HBEGF
ZNF81 human tf ARCHS4 coexpression,17/57,14.00%,0.299872862,0.378043798,1.248271567,FGD4;USP15;RABGAP1L;WDFY3;LRRK2;PLXNC1;JAK2;TLR1;SSH2;MAP3K1;ALPK1;TLR6;MEGF9;DMXL2;UBR2;SPOPL;JMJD1C
ARID5B human tf ARCHS4 coexpression,Nov-43,16.17%,0.319019409,0.374163796,1.235433131,LGALS1;MARCKS;EVI5;CHP1;B4GALT1;STAT2;THBS1;DAB2;RIN2;SELM;EGR1
SOX17 human tf ARCHS4 coexpression,28-Nov,22.83%,0.320445504,0.396734202,1.233927454,RHOB;JUN;SGK1;SERPINB9;ECE1;ITGAV;SLC2A3;CD93;ATP11A;TGFBR2;CALCRL
SCRT1 human tf ARCHS4 coexpression,17-Jun,21.35%,0.322350456,0.490683418,1.231990318,CDKN1C;PPP2R5B;KIAA0513;GABBR1;GDI1;KLC1
MYF5 human tf ARCHS4 coexpression,22-Sep,20.62%,0.326285043,0.42648024,1.228844459,LGALS1;MT2A;ATP2B1;ITPRIPL2;SETD7;VAMP5;CATSPER1;CDC42EP3;GAB3
PGR human tf ARCHS4 coexpression,Oct-36,15.75%,0.328303697,0.399616101,1.226963774,RNF144B;TMEM176B;GCH1;FAM198B;TBC1D9;THBS1;RIN2;ECE1;ITGAV;TRPS1
THRB human tf ARCHS4 coexpression,16-Oct,31.35%,0.335029813,0.469675542,1.221948262,CDKN1C;KIAA0513;ZNF333;GFOD1;TMOD2;RAB12;RPH3A;SLITRK4;NRGN;CA11
NEUROD2 human tf ARCHS4 coexpression,24-Sep,24.47%,0.334163185,0.402394045,1.221634261,HLA-DQA1;KCNJ2;CCDC170;BTBD9;ZNF333;GFOD1;SULT1A1;DCUN1D3;RAB12
ISL1 human tf ARCHS4 coexpression,Nov-35,17.85%,0.34081357,0.36987411,1.21767303,MAFB;PDK4;TMEM176B;GCH1;TMEM176A;ALDH1A1;RIN2;CPEB4;EGR1;BTG2;FAM76A
NFX1 human tf ARCHS4 coexpression,17-May,13.47%,0.34223523,0.462852689,1.215727616,HLA-DQA1;USP15;IL15;ALPK1;ZNF333
TWIST1 human tf ARCHS4 coexpression,29-Sep,22.18%,0.346596728,0.381070839,1.212449269,LGALS1;ARHGEF40;THBS1;DAB2;SELM;EXT1;IGFBP6;ADAMTS2;FZD2
ZNF318 human tf ARCHS4 coexpression,13/56,18.30%,0.347094205,0.330653968,1.211298325,HLA-DQA1;HLA-DQB1;TNFRSF8;TNFAIP3;HLA-DRB1;MYO1G;ENTPD1;PPP1R9B;KLF13;TLR7;IL4R;MS4A1;PTK2B
MXD3 human tf ARCHS4 coexpression,35/103,19.67%,0.350782148,0.326863612,1.208546168,FCN1;CFP;P2RY13;LILRA5;SLC11A1;ITGAX;APOBEC3A;PRELID1;DPEP2;FPR1;SECTM1;PLEKHO1;LILRB3;IFITM2;OSCAR;IL1R2;SPI1;NCF1;SIGLEC14;S100A12;LILRA6;NFAM1;ZNF467;ABTB1;FRAT1;TLR8;RNF166;UNC13D;NADK;RNPEPL1;STXBP2;CSF2RB;RASGRP4;MEFV;MNDA
FOXJ2 human tf ARCHS4 coexpression,32/90,28.58%,0.352703396,0.327694641,1.206750853,TXNIP;KLF2;MCL1;RIN3;RASA3;MAP3K3;SSH2;ARRDC2;NLRP1;PPP1R9B;KLF13;CAMTA2;ABTB1;ZBTB7B;TMEM127;SEC14L1;BTG2;RNF166;TECPR2;RNPEPL1;STK40;FAM78A;KIAA0430;KLF3;DNM2;PLEKHG3;MOB3A;PLCB2;EHBP1L1;KDM6B;PTPRJ;NLRC5
ZNF497 human tf ARCHS4 coexpression,24-Apr,3.42%,0.352672804,0.437735446,1.205826676,HLA-DPB1;KCNE1;CLEC10A;CD74
RFX6 human tf ARCHS4 coexpression,Jun-37,6.66%,0.357262088,0.361719391,1.202457165,MAFB;PDK4;TMEM176B;GCH1;TMEM176A;ALDH1A1
NR2E1 human tf ARCHS4 coexpression,18-Apr,3.88%,0.35974845,0.458960137,1.200043295,HMOX1;CKB;SLC1A3;MARCKS
RNF113A human tf ARCHS4 coexpression,16-May,8.07%,0.368512609,0.456613286,1.194149835,TSC22D3;S100A4;CD52;NFKBIA;LTB
MXI1 human tf ARCHS4 coexpression,33/96,21.04%,0.375013673,0.331438448,1.189768767,FGL2;OGFRL1;FAM65B;USP15;JAZF1;WDFY3;TMEM154;PPP2R5B;RNF149;LRRK2;PLXNC1;JAK2;TLR1;SSH2;MAP3K1;MEGF9;CREBRF;KIAA0513;UBR2;ZSWIM6;CPEB4;HECA;UBE2H;GPCPD1;TLR8;GABBR1;ANKRD22;MEFV;MNDA;SLC25A37;EPB42;TBCEL;KIAA0430
ELF2 human tf ARCHS4 coexpression,13/61,10.24%,0.375878934,0.337815981,1.188546534,FAM65B;USP15;RABGAP1L;PELI1;TMEM154;LRRK2;TLR1;SSH2;MAP3K1;ALPK1;CREBRF;DMXL2;RASGEF1B
ZNF688 human tf ARCHS4 coexpression,22-Aug,24.47%,0.380668341,0.41881915,1.185519043,KCNJ2;RASGEF1B;CCDC170;ZNF333;GFOD1;SULT1A1;DCUN1D3;RAB12
TBX15 human tf ARCHS4 coexpression,16-Apr,16.21%,0.402200612,0.433244129,1.172853545,SAMD4A;RHOQ;PADI2;SETD7
ZNF335 human tf ARCHS4 coexpression,42/120,28.96%,0.420440278,0.274449295,1.162715392,JUNB;KLF2;ITGAL;CDC42SE1;RIN3;RASA3;MAP3K3;MYO1G;SH3BP2;ARRDC2;SPI1;IQSEC1;PPP1R9B;KLF13;CAMTA2;ABTB1;ZBTB7B;IL4R;NDOR1;RNF166;TECPR1;UNC13D;RNPEPL1;STXBP2;PTK2B;STK40;ENGASE;FAM78A;ZSWIM8;DNAH1;DNM2;MOB3A;RNF44;PLCB2;EHBP1L1;ATXN7L3;PPM1M;KDM6B;RELB;PNPLA6;NLRC5;ABCA7
ANKZF1 human tf ARCHS4 coexpression,23/97,19.90%,0.424415617,0.298173796,1.159662327,TXNIP;KLF2;FAM65B;ITGAL;CDC42SE1;DPEP2;IRF9;RASA3;MYO1G;ARRDC2;NLRP1;KLF13;ABTB1;FRAT1;IL4R;RNF166;RGL2;TECPR1;UNC13D;RNPEPL1;PTK2B;ENGASE;FAM78A
HNF4A human tf ARCHS4 coexpression,16-Mar,4.79%,0.429350971,0.458781493,1.156218814,SERPINA1;TMEM176B;TMEM176A
ZNF780A human tf ARCHS4 coexpression,16-Jul,27.32%,0.449796181,0.438803521,1.144705391,HLA-DQA1;ALPK1;ZNF333;IL1RAP;MOSPD2;XAF1;TRIM4
ZNF783 human tf ARCHS4 coexpression,22/98,19.90%,0.455500334,0.297859879,1.141212125,KLF2;HLA-DPB1;FGD2;FAM65B;ITGAL;CDC42SE1;RASA3;MYO1G;SH3BP2;NLRP1;PPP1R9B;KLF13;GIMAP5;PARP6;GLTSCR1;IL4R;RNF166;TECPR1;SGSH;RNPEPL1;ENGASE;FAM78A
ZNF845 human tf ARCHS4 coexpression,25-Apr,8.03%,0.458255246,0.38433968,1.138723929,HLA-DPA1;HLA-DRA;PPP1R15A;SDCBP
STAT4 human tf ARCHS4 coexpression,15/59,13.55%,0.463497169,0.318879105,1.135588217,TNFRSF1B;GIMAP4;S100A4;CD52;ITGAL;CDC42SE1;TNFAIP3;GIMAP7;MYO1G;PAG1;SAMSN1;TNF;GIMAP6;CCR2;GIMAP5
ZNF586 human tf ARCHS4 coexpression,18-Apr,7.50%,0.475279076,0.397170122,1.128969395,DUSP6;USP15;TMEM154;ZNF234
ZFHX3 human tf ARCHS4 coexpression,Oct-35,17.66%,0.496793421,0.371355647,1.118176041,RHOB;HLA-DQA1;IRS2;WDFY3;FAM198B;ADAP1;PLEC;REPS2;AAK1;HIPK2
ZIC4 human tf ARCHS4 coexpression,19-May,21.35%,0.510382344,0.404883831,1.111211628,RTN1;PPP2R5B;KIAA0513;GDI1;KLC1
DDIT3 human tf ARCHS4 coexpression,14/41,19.86%,0.526180219,0.347148108,1.103539805,UPP1;CDKN1A;HERPUD1;PPP1R15A;SDCBP;UBC;RASGEF1B;DHFRL1;RIN2;CPEB4;EGR1;RRM2B;FAM76A;CCPG1
RNF125 human tf ARCHS4 coexpression,28-Nov,28.58%,0.54027845,0.360768008,1.096449193,TSC22D3;ITGAL;LPAR6;CD244;ZNF333;MEFV;GK5;FBXL20;SLC24A4;SIDT1;NLRC5
FOXF2 human tf ARCHS4 coexpression,23-Jun,15.60%,0.543317304,0.372165107,1.094432026,RHOB;KCNJ2;LGALS1;JUN;GPER1;IER5L
DEPDC5 human tf ARCHS4 coexpression,15/30,23.71%,0.550708108,0.360808878,1.090490903,FGD2;MYO1G;SSH2;MAP3K1;ALPK1;MX2;IL4R;MS4A1;SPG11;VIPR1;PTK2B;KIAA0430;NAIP;SECISBP2;DNAH1
PRRX1 human tf ARCHS4 coexpression,Nov-38,21.00%,0.562675413,0.321746535,1.084505153,LGALS1;SAMD4A;RHOQ;DAB2;ITPRIPL2;ITGAV;TMTC1;SETD7;EXT1;LMNA;ADAMTS2
NRL human tf ARCHS4 coexpression,21-Oct,32.42%,0.567032889,0.38562585,1.081781891,CKB;IQSEC1;GRAMD1B;SLC6A6;TJP2;SLC23A2;ATP6V0A1;STX3;GDPD5;KLHL8
ZNF441 human tf ARCHS4 coexpression,21-May,13.58%,0.584825998,0.365408869,1.073587552,USP15;MARCKS;DPYD;ALPK1;SPOPL
ZFY human tf ARCHS4 coexpression,14/36,24.05%,0.58460251,0.348167399,1.072783061,NFKBIZ;FGD4;BACH1;PELI1;GPR34;LPAR6;YTHDF3;SP3;OTUD1;RNF185;NLRP3;KDM7A;FBXL5;PNPLA8
PKHD1L1 human tf ARCHS4 coexpression,Sep-33,15.64%,0.589585395,0.342737455,1.070092101,RABGAP1L;METTL7A;RGS18;FKBP5;NBPF14;DAB2;SLC9A9;MAP3K7CL;SEC14L1
ZNF37A human tf ARCHS4 coexpression,16-Jun,27.32%,0.610891864,0.398210877,1.060557285,HLA-DQA1;ALPK1;ZNF333;GK5;XAF1;TRIM4
AFF3 human tf ARCHS4 coexpression,15-Jul,34.13%,0.608857571,0.407338452,1.060502178,ALPK1;TBC1D9;CXCR4;TMOD2;ZBTB11;CD79A;PRKCE
CHD1 human tf ARCHS4 coexpression,13/49,14.88%,0.620018512,0.3375883,1.055343949,MCL1;NFKBIZ;USP15;TNFAIP3;BACH1;PELI1;MAP3K1;DMXL2;UBR2;HECA;JMJD1C;SP3;GPCPD1
MEOX2 human tf ARCHS4 coexpression,26-Sep,23.25%,0.625679907,0.349294886,1.051997881,OGFRL1;ARHGEF40;ALDH1A1;ANXA1;SMARCD3;SUN1;TMTC2;ADAMTS2;WWC3
RC3H1 human tf ARCHS4 coexpression,24-Oct,24.05%,0.62398315,0.365718505,1.051806262,DUSP7;TBL1X;TRIM52;SP2;SETD7;CLIP4;DTWD2;HBEGF;EXTL3;PNPLA8
OVOL1 human tf ARCHS4 coexpression,17-Jul,27.13%,0.626481141,0.405857422,1.050076453,KLF4;ZNF217;CSTB;TINCR;ESRRA;SPINT1;ITPKC
ELF5 human tf ARCHS4 coexpression,22-Feb,0.99%,0.626304441,0.376316344,1.049023804,SAT1;RNF144B
ZNF552 human tf ARCHS4 coexpression,19-Jun,19.63%,0.629426815,0.36450408,1.047078676,RNF144B;USP15;ALPK1;TRPS1;INSR;GK5
ZEB1 human tf ARCHS4 coexpression,20-May,6.28%,0.642233015,0.403589084,1.041011617,CDKN1C;SLC1A3;MARCKS;RASA3;WDFY3
ZNF213 human tf ARCHS4 coexpression,29-Jun,14.76%,0.655081942,0.332961174,1.034906567,FCN1;MS4A14;ZNF513;ADAP1;CAMTA2;GLTSCR1
ZC3HAV1 human tf ARCHS4 coexpression,Oct-55,12.60%,0.662266409,0.304808754,1.031256872,NFKBIZ;CDC42SE1;TNFAIP3;RNF149;CHP1;ALPK1;STAT2;RASSF3;MX2;DDX58
ZNF652 human tf ARCHS4 coexpression,22/47,31.24%,0.663202747,0.311407488,1.029854293,FAM65B;RABGAP1L;TMEM154;SSH2;ALPK1;ZNF333;AAK1;SPG11;MEFV;GK5;SULT1A1;NAIP;DCUN1D3;KDM7A;MOSPD2;NLRP12;FBXL20;XRN1;SELK;RICTOR;KIAA1551;SULT1B1
ZXDA human tf ARCHS4 coexpression,16/75,16.21%,0.662932711,0.288622774,1.029230253,KLF2;MCL1;TIMP1;RASA3;MAP3K3;ZNF217;SSH2;MAP3K1;SGPP1;ARRDC2;PPP1R9B;KLF13;SPOPL;SP3;IL4R;SETD7
PLAG1 human tf ARCHS4 coexpression,20-Jul,24.47%,0.662155471,0.38886858,1.028514511,KCNJ2;ZNF333;GLTSCR1;GFOD1;SULT1A1;DCUN1D3;RAB12
ZNF175 human tf ARCHS4 coexpression,21-Jul,18.68%,0.660520947,0.365341751,1.028327564,BACH1;NBPF14;DAB2;SLC9A9;TRIM52;SEC14L1;NUP214
ZNF800 human tf ARCHS4 coexpression,26/76,16.51%,0.663447957,0.283906817,1.026497789,TXNIP;MCL1;NFKBIZ;USP15;TNFAIP3;BACH1;DPYD;PELI1;RNF149;MYO1G;SAMSN1;JAK2;SSH2;CSGALNACT2;MAP3K1;CREBRF;UBR2;KLF13;DDX58;HECA;SPOPL;JMJD1C;SP3;OTUD1;BTG2;SPG11
ZNF117 human tf ARCHS4 coexpression,Aug-36,8.60%,0.666431306,0.313542866,1.024159545,USP15;MARCKS;EVI5;TMEM154;LRRK2;TLR1;SSH2;ALPK1
RFX1 human tf ARCHS4 coexpression,28-Aug,18.61%,0.669495556,0.372004496,1.022303766,FCN1;ZNF580;ZNF513;PTGES2;SLC9A9;CEBPD;RNPEPL1;HSPA1L
BOLA1 human tf ARCHS4 coexpression,23-Apr,8.07%,0.670036374,0.34563093,1.021142328,CFP;CRIP1;PRELID1;LTB
BNC2 human tf ARCHS4 coexpression,13/30,29.79%,0.683449161,0.333492462,1.015175481,TIMP1;LGALS1;CHP1;STAT2;DAB2;ITPRIPL2;MTMR9;ADAMTS2;VCL;IL6ST;GPX8;R3HDM2;CRISPLD2
TRIM3 human tf ARCHS4 coexpression,13/47,21.96%,0.686204469,0.299841065,1.013380321,RTN1;PPP2R5B;NACC2;GABARAPL1;GAS7;IQSEC1;KIAA0513;CAMTA2;TOM1L2;GABBR1;GDI1;KLC1;TMEM63B
HMX3 human tf ARCHS4 coexpression,Jun-34,8.64%,0.68738011,0.31753849,1.011932025,HLA-DQB1;TNFRSF8;HLA-DRB1;PLEKHO1;MYO1G;ZRSR2
TBX5 human tf ARCHS4 coexpression,15/37,24.01%,0.686670128,0.324584078,1.011406878,IFITM3;LGALS1;SAMD4A;RHOQ;STAT2;IFI44L;THBS1;DAB2;SELM;TMTC1;EXT1;MRVI1;ADAMTS2;FZD2;IL6ST
MIXL1 human tf ARCHS4 coexpression,17-Jun,24.47%,0.684930185,0.369516539,1.011208003,KCNJ2;RASGEF1B;CCDC170;ZNF333;DCUN1D3;RAB12
ZNF592 human tf ARCHS4 coexpression,44/119,31.77%,0.691696605,0.252411599,1.008045935,MPEG1;CHST15;MCL1;RXRA;LILRB3;MAP3K3;SSH2;SPI1;IQSEC1;NFAM1;PPP1R9B;KLF13;ABTB1;ZBTB7B;TMEM127;TMEM164;NDOR1;RNF166;NADK;RNPEPL1;STXBP2;CSF2RB;STK40;ENGASE;FAM78A;SLC6A6;KIAA0430;ZSWIM8;DNM2;RNF44;PLCB2;EHBP1L1;ATXN7L3;PPM1M;KDM6B;PTPRJ;PNPLA6;NLRC5;ABCA7;RP11-206L10.2;BCL6;GAK;IL17RA;XPO6
