TF,fdr,nes,es,tag %,gene %,lead_genes
TOX4 SIRNA HCT116 HUMAN GSE56788 RNASEQ UP,0.0005130069353926366,2.0139333961113755,0.7313940464723736,11/39,4.16%,STMN1;HSPE1;PTTG1;CYCS;MKI67;TOP2A;LDHA;HSP90AA1;TXN;HSPH1;LMNB1
KLF1 OE MOUSE GSE46600 CREEDSID GENE 252 UP,0.0005211499026210912,2.0643268875100493,0.7048668674343969,14/36,4.90%,TUBA1B;STMN1;HSPE1;CYCS;CALR;CKS2;MKI67;UBE2C;HSP90AA1;MPO;PRTN3;CTSG;ELANE;TRIM28
AIRE KO MOUSE GSE2515 CREEDSID GENE 60 DOWN,0.0005211499026210912,2.0147415074086754,0.8395600794468738,10/16,8.95%,TUBA1B;HSPE1;TOP2A;LDHA;UBE2C;HSP90AA1;EIF4A3;TRIM28;UBE2S;CRIP1
FOXD4L6 SIRNA BT549 HUMAN GSE79586 RNASEQ DOWN,0.000529555546211754,2.0183169002533035,0.7796185249442666,11/25,7.11%,TUBA1B;MKI67;CENPF;ASPM;TOP2A;HSP90AA1;KIF11;LMNB1;FOXM1;SPAG5;FSTL1
ESRRG DEFICIENCY MOUSE GSE8199 CREEDSID GENE 664 DOWN,0.0006080082197246064,2.002126707942736,0.7925097471906621,9/18,7.74%,STMN1;CKS2;MKI67;UBE2C;HSPB1;MIF;TRIM28;SYNPO2L;UBE2S
SOX2 OE HUMAN GSE34920 CREEDSID GENE 1422 DOWN,0.0006165717157770657,2.003157923427513,0.7576355660899572,8/25,1.69%,TUBA1B;HSPE1;PTTG1;HIST1H4C;CKS2;TOP2A;LDHA;UBE2C
CTCF SIRNA HEK293 HUMAN GSE44267 RNASEQ UP,0.0006253798831453094,2.003891781135379,0.8250700489582221,7/19,1.84%,TUBA1B;STMN1;CYCS;CKS2;DDIT4;LDHA;HSP90AA1
TSHZ3 SIRNA BT549 HUMAN GSE79586 RNASEQ DOWN,0.0006344433597126328,2.005210593277557,0.7018242354148992,16/44,8.21%,TUBA1B;STMN1;DDIT4;MKI67;CENPF;ASPM;TOP2A;HSP90AA1;HSPB1;KIF11;LMNB1;FOXM1;SPAG5;FSTL1;UBE2S;COL5A2
NEUROG3 OE MOUSE GSE3653 CREEDSID GENE 1660 UP,0.0006437734091201715,2.0063588735552758,0.8042799206095623,6/16,3.95%,FABP5;CALR;DDIT4;LDHA;CSTB;TRH
HNF1B OE HUMAN GSE3308 CREEDSID GENE 1750 UP,0.0007394694564218186,1.9989274595163489,0.7921409920105882,11/21,7.69%,TUBA1B;HSPE1;PTTG1;HIST1H4C;CKS2;TXN;CSTB;XIST;PMAIP1;FSTL1;ATP1B3
EP400 SHRNA MKL1 HUMAN GSE69876 RNASEQ DOWN,0.0007495991750029394,1.999083717891687,0.7553815876936888,10/32,4.16%,TUBA1B;STMN1;CALR;MKI67;CENPF;ASPM;TOP2A;HSP90AA1;HSPB1;LMNB1
